Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Australia on Collins,Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South)
01/05/2018,0,57,52,228,84,177,110,18,16,16,9,6,23,-1,-1,97,68,-1,6,124,58,172,147,29,114,18,149,17,60,28,150,41,undefined,5,14,127,9,13,-1,13,18,26,22,18,77,188,16,92,18,80,14,27,38
01/05/2018,1,24,21,89,63,55,53,31,6,17,1,4,10,-1,-1,53,36,-1,4,49,121,131,76,16,35,16,112,11,21,8,89,23,undefined,5,3,48,6,3,-1,3,5,17,8,6,37,85,10,46,10,59,29,21,23
01/05/2018,2,25,10,58,30,29,25,6,3,2,2,7,3,-1,-1,29,5,-1,1,33,39,90,69,8,22,11,65,6,21,11,76,2,undefined,2,3,26,4,-1,-1,11,3,6,-1,-1,22,74,-1,50,11,26,2,15,18
01/05/2018,3,15,15,25,18,32,22,13,3,1,2,1,2,-1,-1,45,11,-1,2,23,50,71,70,5,10,11,41,4,34,1,34,8,undefined,3,7,20,6,3,-1,4,4,5,3,3,7,34,1,25,6,21,3,2,17
01/05/2018,4,17,21,28,27,47,34,22,2,3,8,-1,4,-1,-1,8,4,-1,6,15,25,50,83,12,24,29,19,2,59,13,13,8,undefined,3,6,36,6,11,-1,11,6,8,-1,1,21,50,3,40,1,15,13,6,7
01/05/2018,5,56,24,91,64,122,247,18,44,134,19,3,16,-1,-1,40,13,-1,31,22,38,43,183,53,272,112,72,8,106,42,27,13,undefined,15,32,219,19,12,-1,20,18,11,6,5,44,178,9,80,18,29,9,10,23
01/05/2018,6,151,139,191,195,466,915,166,169,831,96,15,82,-1,-1,73,159,-1,173,37,25,116,644,286,1052,267,149,52,497,179,76,22,undefined,114,95,950,87,12,-1,95,89,62,46,37,115,512,35,207,74,50,22,52,57
01/05/2018,7,434,305,440,512,1142,1900,452,400,2224,364,45,201,-1,-1,338,485,-1,793,81,95,236,1548,776,2323,618,295,83,1198,365,169,105,undefined,306,189,2113,274,26,-1,353,326,208,163,86,465,1357,62,646,130,110,64,73,244
01/05/2018,8,1041,669,1085,1153,2126,3915,716,559,3949,590,37,308,-1,-1,848,992,-1,1779,184,200,365,2716,1517,4173,852,663,244,2095,665,464,147,undefined,679,304,3711,791,112,-1,755,914,605,637,229,1025,2810,317,1284,301,204,149,138,822
01/05/2018,9,1063,663,1002,1229,1481,2354,310,262,2699,426,16,212,-1,-1,816,999,-1,1067,248,147,349,2040,964,2720,461,740,172,1521,432,328,152,undefined,490,251,2352,571,113,-1,785,634,660,762,251,800,2369,276,998,301,216,184,166,668
01/05/2018,10,1496,927,1176,1510,1220,1211,205,156,887,313,25,186,-1,-1,896,1195,-1,577,475,253,509,1662,528,1489,419,903,229,1100,436,332,204,undefined,277,174,1543,527,126,-1,466,619,662,691,221,811,2187,245,1019,327,291,264,160,469
01/05/2018,11,2073,1485,1637,2071,1283,1358,336,208,672,216,55,195,-1,-1,1191,1385,-1,500,642,363,742,1816,557,1511,549,1084,224,1141,463,554,202,undefined,262,188,1655,579,158,-1,404,591,802,680,263,1089,2520,276,1349,466,442,294,191,581
01/05/2018,12,3271,2711,2503,3235,1795,2428,423,696,1374,547,129,465,-1,-1,1961,2358,-1,704,1215,765,1521,2831,1118,2344,799,1770,274,1311,702,1056,329,undefined,375,348,3403,1041,268,-1,1124,1003,1070,830,354,2182,3369,353,2334,569,734,439,274,1102
01/05/2018,13,3561,2987,2578,3465,2137,2311,582,666,1381,511,118,515,-1,-1,2000,2390,-1,758,1256,798,1534,3029,1107,2362,904,1806,312,1759,844,961,408,undefined,463,417,3420,1068,288,-1,1154,992,990,789,365,2165,3702,398,2545,671,779,403,255,1139
01/05/2018,14,2849,2056,2363,2928,1741,1871,367,251,993,354,85,253,-1,-1,1879,1569,-1,569,998,513,1005,2524,626,1848,705,1136,237,1293,673,714,235,undefined,353,243,2245,734,186,-1,540,717,834,740,286,1704,3200,290,1790,456,400,353,195,798
01/05/2018,15,2801,1946,2382,2793,1773,2091,347,258,1380,385,67,270,-1,-1,1860,1441,-1,632,921,526,895,2702,526,2194,891,874,197,1253,686,652,257,undefined,281,216,2226,604,156,-1,321,646,801,876,311,1625,3328,221,1921,402,262,324,175,738
01/05/2018,16,3024,1891,2433,2841,2292,2861,391,441,2983,694,72,316,-1,-1,2036,1364,-1,1122,911,441,958,3088,747,3634,1057,665,182,1672,702,715,258,undefined,493,297,2928,625,165,-1,428,537,953,1076,343,1543,3620,261,2093,268,205,339,155,736
01/05/2018,17,3265,1911,2956,3190,3701,4777,764,704,4013,761,103,413,-1,-1,2542,1449,-1,1837,1070,535,1278,4073,1237,4808,1412,768,244,2640,1043,886,279,undefined,636,353,4493,873,225,-1,688,642,1043,1203,491,1981,4477,340,2619,314,184,462,191,973
01/05/2018,18,2551,1241,2706,2463,2553,2765,518,402,1669,391,77,384,-1,-1,2134,833,-1,796,1294,753,1282,3216,674,2960,910,638,209,1860,691,959,379,undefined,269,229,3386,532,194,-1,499,377,758,908,417,1500,3169,220,1936,273,156,469,143,647
01/05/2018,19,1386,550,2376,1763,1513,1531,203,155,477,171,93,338,-1,-1,1698,404,-1,275,1124,783,979,2082,307,1298,353,572,132,961,320,839,345,undefined,117,165,1917,267,223,-1,192,250,467,538,253,1019,2187,150,1266,246,143,333,166,486
01/05/2018,20,707,388,2028,1216,1135,1098,120,124,223,105,80,244,-1,-1,1202,370,-1,164,857,820,798,1704,231,830,280,425,112,510,228,711,390,undefined,77,108,1572,193,221,-1,141,238,384,433,196,914,1672,121,952,164,91,333,101,374
01/05/2018,21,524,226,1603,921,900,1006,82,95,115,64,60,194,-1,-1,812,288,-1,93,735,488,657,1473,185,765,214,377,133,484,193,534,334,undefined,59,62,1170,176,172,-1,177,105,244,290,131,684,1263,67,671,153,101,254,105,284
01/05/2018,22,255,160,892,520,893,646,27,67,93,53,48,126,-1,-1,499,145,-1,65,376,253,535,946,98,516,165,253,69,602,128,379,225,undefined,68,75,685,86,61,-1,113,69,123,117,54,369,832,71,432,81,102,159,41,187
01/05/2018,23,167,102,495,335,388,403,18,28,58,9,25,50,-1,-1,242,123,-1,32,246,282,444,600,60,327,111,212,38,129,100,249,98,undefined,48,72,399,65,30,-1,71,34,80,85,40,208,525,26,234,50,74,34,33,73
02/05/2018,0,99,45,319,185,162,163,6,8,10,4,4,22,-1,-1,120,47,-1,13,122,84,198,283,41,121,43,143,29,74,43,142,32,undefined,17,12,182,25,7,-1,31,20,35,26,16,81,255,20,151,43,64,7,25,44
02/05/2018,1,28,27,140,90,70,62,7,3,10,3,7,17,-1,-1,64,37,-1,4,94,59,120,167,36,46,35,87,10,33,13,141,20,undefined,11,6,90,24,6,-1,9,17,20,7,4,22,110,6,58,19,46,2,14,22
02/05/2018,2,27,17,50,21,26,25,27,1,7,3,2,-1,-1,-1,40,11,-1,9,47,38,81,114,14,22,10,41,2,12,10,83,9,undefined,2,4,35,5,9,-1,2,6,13,7,7,30,37,1,27,6,38,4,7,16
02/05/2018,3,16,6,30,19,49,10,6,1,3,3,-1,6,-1,-1,23,14,-1,3,23,44,54,65,15,9,8,43,1,44,8,42,27,undefined,1,3,31,13,4,-1,2,11,3,1,2,32,35,1,46,3,34,3,4,4
02/05/2018,4,21,14,28,41,42,48,5,1,3,7,1,2,-1,-1,11,13,-1,3,27,37,44,65,6,25,26,28,-1,58,13,26,22,undefined,10,10,29,3,7,-1,8,9,13,1,1,18,45,3,41,3,22,6,9,6
02/05/2018,5,26,21,90,79,114,242,40,48,136,22,2,18,-1,-1,35,35,-1,38,16,34,45,171,56,299,109,54,5,105,35,28,19,undefined,17,38,215,28,10,-1,17,19,15,10,8,48,189,7,78,14,30,6,17,16
02/05/2018,6,134,101,190,207,455,986,198,153,783,113,20,92,-1,-1,82,115,-1,206,34,33,93,587,264,1081,281,117,34,384,195,78,39,undefined,104,63,1097,90,6,-1,89,89,58,49,37,148,573,20,215,39,33,12,56,58
02/05/2018,7,372,283,400,476,1147,1820,477,401,2103,388,44,200,-1,-1,359,459,-1,766,89,65,183,1417,695,2626,687,222,90,980,393,192,80,undefined,311,190,1883,262,46,-1,346,336,185,150,90,485,1298,62,655,132,93,80,54,265
02/05/2018,8,1009,621,1124,1169,2162,3962,726,547,4126,607,73,361,-1,-1,863,1042,-1,1817,217,143,348,2729,1512,4624,944,575,228,1835,661,463,172,undefined,640,322,3839,854,111,-1,797,848,572,525,234,1047,2916,247,1329,292,161,166,109,820
02/05/2018,9,1080,647,942,1262,1446,2214,373,278,2347,427,24,188,-1,-1,883,966,-1,1015,272,148,379,1999,890,2860,660,619,106,1240,410,333,190,undefined,440,267,2314,601,123,-1,696,705,816,853,266,750,2248,355,1186,204,177,221,147,524
02/05/2018,10,1414,992,1232,1632,1028,1190,325,146,862,261,36,175,-1,-1,982,1221,-1,551,433,314,472,1601,549,1630,501,635,118,777,384,437,184,undefined,257,202,1328,627,168,-1,481,641,725,713,244,868,2484,263,1013,251,209,245,162,522
02/05/2018,11,2133,1425,1734,2256,1296,1216,337,223,761,276,41,136,-1,-1,1201,1457,-1,480,552,436,712,1878,542,1667,550,959,148,980,431,603,182,undefined,214,222,1842,582,190,-1,384,701,824,787,297,1187,2793,295,1561,286,263,288,163,581
02/05/2018,12,3302,2715,2618,3254,1708,2322,455,526,1434,535,129,446,-1,-1,1847,2206,-1,646,1122,746,1488,2885,966,2442,900,1150,194,1189,687,1088,320,undefined,352,335,3332,1041,292,-1,1115,1069,1010,903,328,2068,3597,473,2292,361,370,400,238,1016
02/05/2018,13,3555,2881,2612,3540,1857,2250,529,556,1256,458,88,390,-1,-1,2004,2240,-1,669,1196,841,1524,2933,907,2454,903,1213,192,1395,833,1021,442,undefined,375,331,3363,1058,336,-1,1084,874,1112,1009,354,2220,3701,437,2512,294,386,444,253,1167
02/05/2018,14,2897,2168,2428,2941,1669,1814,370,287,945,331,95,259,-1,-1,1957,1726,-1,500,879,558,1030,2441,580,1912,885,752,159,1204,621,839,286,undefined,241,218,2241,690,201,-1,454,711,838,807,285,1750,3205,279,1868,238,260,401,192,790
02/05/2018,15,2794,2086,2374,2996,1941,2090,308,261,1402,327,61,213,-1,-1,1855,1530,-1,555,988,524,874,2619,580,2497,935,685,222,1380,668,764,248,undefined,293,215,2120,658,191,-1,394,589,932,909,314,1676,3313,265,1874,371,258,337,195,787
02/05/2018,16,2955,2008,2434,2895,2233,2833,549,406,2719,665,55,243,-1,-1,2065,1251,-1,1049,989,403,851,3084,842,3611,1080,684,180,1766,744,725,223,undefined,429,252,2763,671,200,-1,466,537,950,996,302,1596,3490,334,2192,269,193,405,171,803
02/05/2018,17,3111,1963,2932,3246,3372,4482,965,704,3701,753,105,480,-1,-1,2664,1439,-1,1719,1169,583,1064,3968,1234,4710,1514,952,287,2373,1101,981,388,undefined,621,412,4472,927,210,-1,728,607,1340,1125,458,2144,4495,342,2518,506,325,480,322,1018
02/05/2018,18,2489,1324,2776,2749,2622,2774,822,402,1602,394,110,416,-1,-1,2222,844,-1,827,1266,807,1253,3193,696,2941,991,768,279,1936,678,1053,585,undefined,288,237,3279,515,244,-1,503,412,810,884,347,1705,3523,263,1949,428,266,501,315,720
02/05/2018,19,1442,656,2414,1900,1374,1594,617,234,499,200,82,272,-1,-1,1809,489,-1,248,1334,727,1066,2312,312,1392,448,693,172,1233,424,878,552,undefined,130,103,2118,314,196,-1,232,285,497,574,241,1197,2277,197,1365,331,309,456,160,634
02/05/2018,20,804,408,2011,1232,1098,1165,425,109,246,111,127,351,-1,-1,1455,396,-1,132,1036,631,808,1743,242,967,333,570,143,445,292,725,631,undefined,99,109,1605,209,253,-1,108,174,341,300,141,1009,1703,130,917,309,365,357,143,392
02/05/2018,21,613,300,1558,932,1151,1075,274,139,169,110,63,214,-1,-1,997,323,-1,96,832,537,707,1437,250,887,261,503,115,743,199,603,457,undefined,74,89,1485,153,361,-1,82,110,265,259,151,817,1395,87,695,169,325,299,143,364
02/05/2018,22,366,183,989,646,1033,757,102,70,113,63,35,103,-1,-1,521,209,-1,90,533,401,535,1161,124,480,195,294,74,778,165,469,236,undefined,50,74,948,96,133,-1,86,124,198,195,112,587,1107,75,454,104,150,146,90,229
02/05/2018,23,201,86,606,310,326,462,36,47,55,22,15,49,-1,-1,264,92,-1,48,265,192,335,654,79,345,100,247,31,158,74,243,138,undefined,31,21,473,55,48,-1,56,52,87,82,55,258,502,31,204,68,104,59,35,121
03/05/2018,0,91,46,244,146,121,166,9,7,26,11,5,29,-1,-1,140,95,-1,8,134,66,214,217,44,138,22,277,13,66,41,204,47,undefined,8,17,191,31,30,-1,27,30,78,38,39,115,252,24,131,28,83,21,51,65
03/05/2018,1,48,40,176,93,62,83,8,3,9,3,-1,5,-1,-1,63,45,-1,5,108,66,187,135,24,41,17,117,19,20,22,106,32,undefined,-1,12,106,20,4,-1,4,3,66,44,41,58,109,4,55,10,49,21,20,36
03/05/2018,2,30,20,53,40,48,50,24,3,10,15,-1,1,-1,-1,30,15,-1,4,69,35,98,114,6,29,13,71,4,36,16,79,3,undefined,-1,4,47,12,3,-1,8,1,41,30,34,26,60,4,56,5,90,7,28,18
03/05/2018,3,8,12,30,31,63,45,7,2,8,5,1,4,-1,-1,34,24,-1,2,30,32,69,76,10,21,8,32,3,41,12,46,5,undefined,6,5,45,13,7,-1,1,7,18,2,3,17,63,-1,28,16,95,1,3,13
03/05/2018,4,27,29,28,34,64,33,13,-1,5,3,1,3,-1,-1,17,4,-1,6,18,27,30,77,8,46,34,36,5,41,20,30,13,undefined,14,7,39,10,14,-1,8,27,39,6,6,25,81,4,38,6,73,7,9,7
03/05/2018,5,26,23,105,72,129,241,51,42,156,27,3,24,-1,-1,44,38,-1,40,19,32,45,218,59,266,68,80,4,94,34,23,9,undefined,16,31,225,27,10,-1,25,20,11,7,4,35,189,13,74,11,67,14,17,15
03/05/2018,6,157,83,190,211,423,921,184,139,821,99,24,92,-1,-1,88,120,-1,193,46,30,104,693,257,1048,285,171,36,418,168,91,28,undefined,109,80,996,92,12,-1,90,129,57,34,36,152,530,23,227,69,142,21,40,47
03/05/2018,7,415,271,443,551,1169,1836,461,369,2147,421,40,210,-1,-1,356,436,-1,789,102,61,200,1515,738,2587,694,352,106,1128,385,182,83,undefined,310,183,1868,247,36,-1,345,331,207,181,88,520,1320,58,668,146,135,72,78,200
03/05/2018,8,973,679,993,1141,1817,3172,677,545,3358,559,66,321,-1,-1,769,1057,-1,1503,274,152,407,2391,1287,4089,932,813,237,1508,631,542,134,undefined,628,291,3151,779,122,-1,801,801,548,607,217,919,2365,257,1365,315,239,177,177,768
03/05/2018,9,1118,720,884,1179,1334,2512,351,329,2721,464,41,229,-1,-1,879,991,-1,1009,196,185,375,2238,1002,3402,658,1004,338,1368,421,345,175,undefined,454,241,2319,663,112,-1,649,833,736,768,226,858,2185,336,1394,443,331,232,203,645
03/05/2018,10,1490,1105,1310,1677,1339,1416,384,167,1038,301,33,161,-1,-1,887,1191,-1,605,359,229,447,1917,625,1811,516,893,198,1249,409,395,250,undefined,246,195,1683,588,190,-1,470,761,759,727,260,996,2521,289,1230,378,392,273,224,525
03/05/2018,11,2194,1415,1641,2064,1399,1279,427,251,721,212,35,167,-1,-1,1117,1363,-1,427,611,363,593,1911,583,1603,694,1096,211,1120,420,581,161,undefined,233,199,1830,589,214,-1,404,747,825,727,241,1053,2654,256,1468,466,422,369,237,555
03/05/2018,12,3264,2665,2388,3116,1835,2207,671,623,1435,468,128,428,-1,-1,1863,2308,-1,549,1091,739,1382,2649,997,2485,885,1617,270,1402,722,1029,283,undefined,393,291,3103,1097,301,-1,1183,1054,972,895,286,1945,3602,488,2282,605,719,467,268,1034
03/05/2018,13,3728,2840,2665,3428,1838,2086,552,504,1363,441,69,333,-1,-1,1982,2417,-1,654,1099,708,1452,2737,974,2412,1003,1633,286,1456,781,1040,349,undefined,424,325,3137,1050,335,-1,1125,970,1228,1053,354,2220,3782,448,2487,504,733,411,277,1022
03/05/2018,14,3068,2114,2316,2944,1785,1725,495,210,972,336,56,240,-1,-1,1809,1704,-1,516,899,516,936,2312,688,2042,841,1091,234,1344,674,768,302,undefined,242,185,2138,738,226,-1,495,700,954,818,263,1611,3284,334,1936,505,483,338,178,834
03/05/2018,15,2762,1963,2388,2787,1743,2101,410,248,1434,331,47,214,-1,-1,1909,1472,-1,589,856,480,793,2567,555,2352,987,758,232,1307,647,695,233,undefined,270,179,2114,600,185,-1,380,539,877,946,344,1574,3333,249,1832,422,275,342,163,713
03/05/2018,16,2963,2003,2364,3001,2142,2682,587,372,2778,631,74,297,-1,-1,2065,1390,-1,1080,970,554,853,3011,829,3832,1195,795,190,1649,620,721,257,undefined,444,216,2737,692,204,-1,529,572,945,1009,352,1623,3766,289,2038,287,197,354,198,763
03/05/2018,17,3491,2351,2894,3510,3374,4803,974,623,3634,736,99,443,-1,-1,2723,1480,-1,1766,1060,571,1103,3932,1299,4986,1440,749,239,2235,970,1018,359,undefined,746,452,4480,869,224,-1,778,859,1025,991,425,2357,5079,284,2671,327,196,469,299,957
03/05/2018,18,2885,1577,2803,2831,2271,2843,768,310,1552,399,75,333,-1,-1,2040,1040,-1,832,1282,713,1148,3123,694,2955,963,689,207,1600,564,1045,448,undefined,240,204,3122,463,257,-1,513,446,886,920,369,1670,3629,204,1952,259,134,579,203,801
03/05/2018,19,1816,1027,2307,2111,1439,1524,501,175,543,153,79,232,-1,-1,1572,608,-1,253,1244,739,1037,2082,323,1448,378,534,133,884,301,957,432,undefined,138,110,1809,245,250,-1,247,308,395,464,213,1198,2440,125,1308,209,120,402,141,669
03/05/2018,20,1370,705,1893,1834,1091,1372,399,103,238,128,28,173,-1,-1,1359,375,-1,127,1043,681,860,1657,208,950,272,402,116,427,295,703,366,undefined,97,65,1505,193,220,-1,117,208,322,327,160,1097,1964,104,1053,169,157,309,86,506
03/05/2018,21,713,378,1664,1367,991,1102,266,57,114,50,32,120,-1,-1,997,365,-1,87,858,476,735,1355,205,864,212,487,87,510,200,659,362,undefined,51,71,1320,192,183,-1,127,134,268,308,96,869,1571,80,919,119,124,285,99,406
03/05/2018,22,297,201,880,898,661,645,61,47,75,32,9,27,-1,-1,442,170,-1,71,410,327,512,889,182,502,107,199,79,558,68,546,192,undefined,40,61,606,132,64,-1,93,129,98,166,49,503,1187,90,386,95,91,174,90,192
03/05/2018,23,128,107,531,599,278,307,33,14,41,18,6,24,-1,-1,167,103,-1,42,286,220,347,559,61,356,63,175,28,154,41,342,119,undefined,25,33,267,106,36,-1,73,55,63,51,23,236,756,70,244,33,49,37,30,113
04/05/2018,0,76,72,270,253,118,156,9,12,23,9,2,11,-1,-1,90,76,-1,8,100,144,256,278,35,142,28,126,12,71,20,241,54,undefined,8,2,123,37,15,-1,15,36,28,8,6,110,378,44,108,30,41,15,29,38
04/05/2018,1,34,39,194,134,83,57,7,2,7,6,3,23,-1,-1,86,40,-1,2,88,70,134,129,16,44,32,141,12,52,25,151,34,undefined,7,8,69,29,12,-1,1,11,24,16,9,64,157,21,74,15,30,20,8,40
04/05/2018,2,52,31,113,78,48,45,11,3,12,1,2,4,-1,-1,34,30,-1,9,73,90,147,132,25,46,13,59,7,37,9,92,6,undefined,5,3,59,28,4,-1,6,2,8,9,8,30,102,33,69,8,34,8,8,30
04/05/2018,3,36,15,44,40,46,49,9,-1,1,2,7,9,-1,-1,27,14,-1,6,54,38,134,121,40,46,6,73,5,45,8,62,8,undefined,1,2,69,20,2,-1,-1,3,3,4,3,43,56,14,53,8,35,3,13,8
04/05/2018,4,34,24,42,55,78,39,13,3,8,2,2,6,-1,-1,11,15,-1,9,68,43,52,61,18,34,7,36,4,64,10,22,5,undefined,12,8,55,15,1,-1,4,8,15,4,4,26,82,27,53,3,40,-1,7,8
04/05/2018,5,16,21,63,58,128,268,21,41,119,18,1,11,-1,-1,33,34,-1,27,31,13,62,175,42,258,112,90,8,85,36,35,29,undefined,11,31,212,40,11,-1,8,24,21,6,7,45,197,28,74,15,55,17,14,10
04/05/2018,6,130,58,150,184,422,913,158,127,746,94,18,65,-1,-1,85,127,-1,168,40,22,86,568,264,1007,192,205,40,407,134,57,25,undefined,82,65,874,70,15,-1,67,82,73,35,31,134,490,46,208,53,126,15,63,39
04/05/2018,7,362,237,390,552,981,1792,284,333,1946,383,28,161,-1,-1,358,379,-1,748,75,63,187,1308,650,2414,442,291,111,951,267,150,87,undefined,297,166,1627,209,50,-1,326,299,185,95,63,409,1272,97,602,130,144,91,92,191
04/05/2018,8,843,643,875,1063,1830,3930,446,463,3892,588,43,226,-1,-1,731,944,-1,1700,204,165,302,2329,1546,4748,714,676,252,1707,469,431,129,undefined,591,260,3559,664,122,-1,751,774,478,517,165,825,2523,368,1214,295,194,184,184,748
04/05/2018,9,1100,742,823,1214,1252,2229,236,250,2284,433,23,197,-1,-1,785,918,-1,931,221,138,399,1958,913,2813,538,785,227,1201,406,281,143,undefined,415,220,2136,557,121,-1,737,684,625,686,273,771,2121,385,1105,356,290,269,269,583
04/05/2018,10,1527,1089,1232,1652,1143,1449,292,176,851,274,28,137,-1,-1,938,1049,-1,563,400,256,501,1750,538,1810,532,896,223,926,306,356,208,undefined,249,171,1488,451,156,-1,464,630,702,521,270,858,2210,457,1148,307,330,291,145,506
04/05/2018,11,1938,1541,1635,2126,1353,1568,418,187,863,248,35,141,-1,-1,1252,1347,-1,406,588,291,648,1836,477,1647,669,1093,186,1001,281,630,214,undefined,207,162,1660,513,167,-1,417,655,1048,585,255,1137,2653,439,1335,340,399,349,157,554
04/05/2018,12,3249,2608,2514,3074,1908,2367,754,545,1543,490,73,303,-1,-1,1821,2064,-1,592,1102,796,1545,2779,1037,2577,950,1610,293,1442,598,1242,381,undefined,361,348,3262,1153,321,-1,1179,986,1118,705,395,1819,3277,521,2355,535,625,476,256,1039
04/05/2018,13,3779,3147,2506,3537,1876,2324,677,518,1438,553,72,359,-1,-1,2092,2238,-1,601,1265,810,1698,3025,1029,2881,906,1795,276,1426,747,1086,359,undefined,330,332,2898,1127,330,-1,1136,1116,1069,790,348,2179,3671,602,3390,536,617,416,331,1058
04/05/2018,14,2914,2351,1891,2812,1438,1838,360,191,950,306,20,61,-1,-1,1578,1677,-1,488,813,493,913,2172,517,2161,619,1117,239,1036,458,809,295,undefined,224,162,1885,618,210,-1,490,658,726,685,221,1383,3171,391,1555,474,430,362,193,718
04/05/2018,15,2900,2270,2322,2884,1901,2194,409,269,1413,341,56,179,-1,-1,1779,1496,-1,534,889,439,1062,2517,620,2518,1046,979,289,1406,347,716,291,undefined,260,275,2336,607,174,-1,365,527,816,936,366,1411,3393,324,1851,461,395,366,171,754
04/05/2018,16,3277,2343,2528,3012,2235,2955,562,413,2965,569,58,237,-1,-1,2163,1515,-1,975,977,501,1150,3232,846,4019,1227,883,257,1617,429,939,258,undefined,519,247,3050,744,174,-1,486,556,781,806,254,1757,3765,393,2267,381,360,443,176,837
04/05/2018,17,4008,2578,3107,3693,3671,4480,998,567,3227,697,61,432,-1,-1,2688,1791,-1,1455,1360,756,1411,3878,1169,4918,1425,873,286,2474,807,1309,329,undefined,580,363,4469,977,239,-1,716,636,1064,919,400,2320,4852,354,2772,391,199,601,178,1033
04/05/2018,18,3560,1916,3090,3343,3024,3161,1276,320,1304,372,147,392,-1,-1,2330,1210,-1,702,1603,1036,1569,3324,677,2838,1023,776,251,2228,614,1420,479,undefined,294,290,3722,649,267,-1,418,429,681,561,238,2144,4229,262,2140,351,142,665,180,869
04/05/2018,19,2747,1369,2907,2872,2214,1911,1192,201,544,220,147,430,-1,-1,1702,953,-1,330,1668,1326,1668,2417,440,1626,601,728,204,1807,495,1440,496,undefined,200,262,2864,499,279,-1,277,273,355,406,203,1851,3198,161,1573,255,158,665,135,881
04/05/2018,20,2050,949,2472,2563,1529,1518,776,130,204,86,79,221,-1,-1,1701,555,-1,179,1480,1318,1289,2068,276,1047,578,454,154,570,270,1344,614,undefined,139,155,2207,376,393,-1,155,207,272,283,141,1438,2393,117,1352,175,106,575,124,767
04/05/2018,21,1272,617,2482,1944,1453,1405,490,81,190,101,61,265,-1,-1,1594,438,-1,133,1271,913,1079,1933,239,1064,465,437,118,619,272,1206,630,undefined,91,92,1887,485,288,-1,132,197,301,219,122,1519,2414,117,1141,166,83,464,90,696
04/05/2018,22,827,408,1883,1899,1956,1340,502,85,156,57,36,140,-1,-1,1067,400,-1,149,1035,908,1050,1556,246,845,339,406,111,1580,283,998,562,undefined,104,164,1874,508,185,-1,164,206,138,79,48,1113,2209,96,893,159,120,284,91,451
04/05/2018,23,524,471,1566,1036,902,927,792,52,103,45,16,98,-1,-1,610,215,-1,91,703,647,950,1126,182,675,207,309,81,388,209,890,349,undefined,121,222,1390,516,72,-1,77,110,67,80,42,756,1578,67,565,116,115,137,78,354
05/05/2018,0,326,284,879,643,505,672,49,30,42,11,16,58,-1,-1,338,96,-1,42,494,317,730,640,96,348,178,224,36,118,114,540,210,undefined,63,56,679,299,24,-1,21,70,32,37,30,446,997,43,392,54,84,65,25,302
05/05/2018,1,197,143,671,430,300,370,30,13,62,18,4,17,-1,-1,212,64,-1,15,279,178,577,434,71,254,108,181,29,64,45,494,92,undefined,34,32,328,285,17,-1,16,53,32,27,25,266,755,49,245,42,65,23,34,172
05/05/2018,2,183,91,415,301,223,298,39,4,23,8,5,14,-1,-1,150,56,-1,18,179,133,473,415,57,86,62,140,13,84,28,346,47,undefined,17,27,199,294,11,-1,5,16,20,19,8,229,571,17,206,23,47,6,27,166
05/05/2018,3,62,70,236,240,171,228,28,4,20,9,3,11,-1,-1,69,25,-1,14,128,119,393,304,37,46,34,97,25,47,28,219,20,undefined,13,13,115,209,12,-1,8,19,14,11,9,145,365,13,112,37,55,7,21,79
05/05/2018,4,57,56,121,122,91,135,29,1,8,10,2,4,-1,-1,42,28,-1,6,82,73,300,266,18,56,20,93,13,28,20,142,27,undefined,19,7,82,53,12,-1,8,16,3,1,1,71,266,66,113,14,30,12,13,45
05/05/2018,5,52,46,102,101,74,155,27,7,34,2,1,6,-1,-1,41,30,-1,12,49,44,516,143,26,106,21,71,14,36,28,112,6,undefined,11,25,101,32,5,-1,12,18,7,2,1,84,213,42,76,33,33,2,27,30
05/05/2018,6,42,45,103,88,150,266,104,38,140,20,3,17,-1,-1,33,48,-1,29,29,43,110,202,54,262,73,125,25,91,52,48,13,undefined,35,36,273,26,5,-1,20,23,20,7,4,65,274,44,83,49,59,12,31,23
05/05/2018,7,31,120,236,204,217,461,146,68,94,34,22,53,-1,-1,94,125,-1,56,47,70,84,434,76,525,200,286,58,122,105,66,56,undefined,69,51,495,72,11,-1,43,98,30,19,26,145,404,12,157,108,122,42,55,50
