Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
19/05/2019,4,60,50,159,100,105,131,33,7,18,17,1,8,-1,105,56,43,20,2,83,128,343,338,46,99,19,77,6,58,-1,167,28,undefined,9,17,42,82,11,48,6,22,1,-1,-1,-1,4,124,9,39,14,10,82,14,-1,26,19,48,-1,-1
19/05/2019,5,28,38,105,125,122,154,76,6,23,3,-1,9,-1,103,45,12,20,5,59,66,189,263,29,102,50,61,10,57,-1,251,11,undefined,8,11,65,27,11,47,6,21,3,6,1,-1,-1,79,13,35,2,8,40,9,-1,17,9,47,1,-1
19/05/2019,6,47,42,82,128,125,166,107,21,23,13,2,30,-1,96,42,35,34,16,18,34,118,328,42,167,62,75,26,106,-1,100,12,undefined,19,23,95,26,7,82,19,18,2,-1,-1,-1,3,86,32,37,21,16,30,4,-1,14,19,82,-1,-1
19/05/2019,7,87,74,141,211,253,297,63,48,70,25,13,51,-1,137,52,71,61,22,45,54,104,422,86,397,203,166,27,197,-1,94,41,undefined,41,33,235,38,7,138,30,37,21,19,11,-1,3,173,62,60,21,39,50,10,-1,57,41,138,11,-1
19/05/2019,8,147,119,239,334,473,444,106,109,103,58,46,160,-1,203,146,146,80,35,91,65,89,681,135,633,386,312,89,319,-1,136,60,undefined,54,76,470,72,28,284,91,76,51,42,33,-1,21,259,181,116,59,68,147,41,-1,98,56,284,43,-1
19/05/2019,9,638,469,542,758,979,746,175,180,124,65,45,246,-1,416,264,326,152,68,156,153,197,1353,223,877,556,699,194,720,-1,273,124,undefined,116,87,794,93,80,517,147,134,65,85,49,-1,48,632,329,267,157,148,272,111,-1,180,81,517,84,-1
19/05/2019,10,1343,931,859,1292,1715,1147,257,247,146,74,73,420,-1,465,534,735,254,115,465,303,354,1742,274,1126,949,1115,286,1163,-1,359,199,undefined,100,168,1362,157,96,785,150,131,100,145,80,-1,101,1003,547,419,264,195,343,101,-1,389,144,785,141,-1
19/05/2019,11,2088,1469,1102,1902,2102,1439,296,281,136,92,116,482,-1,538,761,939,323,117,833,509,567,1994,284,1122,1214,1500,352,1804,-1,547,307,undefined,134,198,1870,165,202,944,158,247,149,134,102,-1,109,1231,705,528,395,224,477,120,-1,513,151,944,196,-1
19/05/2019,12,2792,1886,1889,2665,2623,1713,477,335,158,92,118,586,-1,668,1174,1188,342,142,1472,954,1001,2473,351,1241,1493,1674,400,2188,-1,768,299,undefined,167,242,2347,155,280,963,131,285,190,133,107,-1,154,1634,924,646,515,336,579,173,-1,580,143,963,201,-1
19/05/2019,13,3471,2190,2429,2975,3148,1835,944,337,156,64,175,595,-1,678,1489,1180,422,167,1496,869,1141,2909,316,1204,1512,1796,458,2179,-1,912,366,undefined,152,204,2552,209,287,810,103,480,240,213,122,-1,201,1785,1021,609,612,372,852,192,-1,565,129,810,225,-1
19/05/2019,14,3222,2447,2477,3132,3222,2034,2440,327,132,66,212,642,-1,951,1569,1307,308,109,1426,728,1086,3110,261,1190,1717,1681,442,2506,-1,920,397,undefined,224,260,2789,139,250,795,113,217,244,239,135,-1,137,1872,973,462,725,334,613,173,-1,500,154,795,285,-1
19/05/2019,15,3439,2235,2287,2926,3056,1991,914,354,144,80,172,562,-1,856,1632,1053,289,118,1348,542,1037,2974,254,1277,1771,1431,296,2125,-1,822,488,undefined,121,195,2706,184,295,779,76,202,171,244,113,-1,129,1772,796,445,693,308,569,186,-1,480,144,779,232,-1
19/05/2019,16,3271,2047,2317,2692,3018,1998,600,296,122,70,173,479,-1,905,1712,986,239,134,1297,673,1083,3122,251,1188,1642,898,245,2247,-1,857,391,undefined,165,196,2368,140,193,680,101,346,194,217,145,-1,146,1696,661,284,584,224,583,242,-1,462,144,680,224,-1
19/05/2019,17,2794,1479,2551,2589,2509,1688,820,272,133,112,145,473,-1,659,1686,572,270,87,1411,845,1134,3008,251,1218,1421,678,170,1253,-1,868,469,undefined,130,193,2061,139,185,719,92,279,290,277,171,-1,202,1556,312,177,504,185,631,239,-1,477,119,719,87,-1
19/05/2019,18,2039,909,2384,2079,2166,1510,3130,207,165,78,46,336,-1,688,1514,562,341,147,1550,929,1138,2669,207,1206,1075,650,159,1048,-1,1028,585,undefined,353,425,2314,161,343,690,101,348,188,235,113,-1,108,1421,235,191,567,198,542,258,-1,489,122,690,19,-1
19/05/2019,19,1225,552,2192,1600,1294,1166,153,108,119,70,99,362,-1,420,1326,433,183,70,1403,1007,1147,2383,228,891,595,623,134,537,-1,887,631,undefined,130,128,1375,138,272,511,96,219,175,126,64,-1,89,1013,198,150,440,154,450,181,-1,396,77,511,19,-1
19/05/2019,20,675,418,1669,1226,1062,1023,68,71,95,55,75,271,-1,392,1069,331,166,45,1076,916,862,1793,207,755,554,463,113,360,-1,701,488,undefined,60,93,1123,101,240,400,41,110,123,99,55,-1,80,715,145,163,317,128,323,153,-1,288,65,400,19,-1
19/05/2019,21,443,207,1340,981,732,748,36,60,55,40,67,267,-1,303,700,213,91,39,752,524,690,1544,158,544,365,435,109,235,-1,543,388,undefined,44,64,686,97,144,336,65,99,101,91,56,-1,57,580,145,127,202,102,232,124,-1,243,44,336,10,-1
19/05/2019,22,276,134,868,562,532,659,31,42,59,59,46,119,-1,242,412,119,89,37,491,292,526,1253,163,470,227,309,73,189,-1,397,296,undefined,61,103,480,69,104,252,107,375,75,73,42,-1,46,380,96,109,99,71,137,85,-1,134,31,252,9,-1
19/05/2019,23,166,85,527,321,278,421,23,13,29,13,24,59,-1,191,176,69,32,25,261,269,335,650,61,267,139,251,27,99,-1,276,117,undefined,42,29,273,26,48,179,23,29,44,58,15,-1,24,219,41,100,35,59,85,60,-1,91,25,179,8,-1
20/05/2019,0,87,45,281,144,169,140,4,10,21,8,4,18,-1,61,102,48,11,5,113,51,204,215,45,123,62,126,19,70,-1,215,46,undefined,18,5,149,14,16,101,13,7,43,26,15,-1,6,123,31,88,23,42,44,49,-1,34,16,101,5,-1
20/05/2019,1,58,23,144,66,74,65,6,5,11,5,1,6,-1,34,41,10,10,6,62,44,160,105,8,25,170,91,11,22,2,140,19,undefined,4,5,64,16,11,53,12,13,23,14,4,-1,5,71,6,66,6,20,38,40,-1,17,2,53,1,-1
20/05/2019,2,41,14,70,30,30,29,1,2,12,2,-1,2,-1,27,40,14,10,5,51,14,90,94,30,45,11,40,5,18,-1,90,8,undefined,3,6,21,3,5,46,-1,3,5,5,3,-1,2,35,5,63,3,11,16,16,-1,16,2,46,-1,-1
20/05/2019,3,32,23,56,21,41,15,1,1,1,1,-1,12,-1,7,16,9,14,3,34,18,68,70,23,21,14,38,3,40,-1,55,5,undefined,1,2,17,10,2,17,-1,10,2,1,-1,-1,2,40,5,49,1,11,9,7,-1,9,1,17,1,-1
20/05/2019,4,14,10,58,23,51,64,14,5,8,5,-1,-1,-1,37,28,8,5,11,20,15,41,79,7,28,24,18,1,42,-1,80,29,undefined,7,8,27,5,10,20,7,4,1,2,2,-1,-1,36,2,20,4,8,14,4,-1,6,8,20,5,-1
20/05/2019,5,33,18,67,93,118,244,31,46,122,23,9,17,-1,100,31,39,95,31,15,25,51,158,65,358,67,48,12,70,-1,48,18,undefined,20,29,162,25,9,102,24,21,8,10,6,-1,4,85,17,20,4,14,15,5,-1,13,52,102,-1,-1
20/05/2019,6,123,168,180,218,410,988,93,102,607,104,4,41,-1,282,103,168,242,175,35,22,87,767,271,1164,211,98,26,329,-1,89,34,undefined,90,51,622,79,13,388,109,99,59,32,24,-1,32,176,57,37,27,34,59,23,-1,86,331,388,6,-1
20/05/2019,7,381,265,312,472,1083,1942,324,328,2348,373,33,167,-1,676,267,407,798,805,109,88,146,1559,744,2683,565,218,81,905,16,141,64,undefined,239,113,1047,233,55,1221,295,219,155,138,89,-1,57,490,139,39,71,74,226,105,-1,176,1328,1221,82,-1
20/05/2019,8,963,534,763,1011,2308,4096,617,542,4487,639,66,362,-1,1465,709,851,2036,1808,180,138,340,2934,1485,4318,1048,536,145,1920,2,386,140,undefined,623,311,2351,758,113,2533,724,796,535,460,166,-1,174,1041,278,97,143,151,777,284,-1,406,2854,2533,546,-1
20/05/2019,9,1161,688,744,1128,1515,2169,219,251,2853,536,34,223,-1,771,697,860,1270,970,273,184,303,1932,928,2929,517,489,101,1226,-1,243,150,undefined,474,231,1284,604,92,1709,765,601,575,744,221,-1,254,953,242,63,170,143,583,384,-1,152,1761,1709,452,-1
20/05/2019,10,1316,1046,1047,1667,1131,1171,135,152,904,322,11,118,-1,407,757,1238,726,501,365,276,412,1724,564,1777,459,596,102,747,8,291,190,undefined,190,198,875,535,109,1034,485,562,539,558,224,-1,238,1019,250,118,253,162,502,245,-1,-1,736,1034,384,-1
20/05/2019,11,1732,1345,1337,1905,1163,1277,135,153,612,257,45,102,-1,379,893,1144,678,373,517,353,598,1968,514,1623,491,623,102,922,9,45,183,undefined,162,109,883,487,147,1066,455,607,672,682,207,-1,254,983,237,111,244,153,547,297,-1,459,629,1066,426,-1
20/05/2019,12,3012,2465,1949,2750,1807,1807,216,515,1529,491,94,280,-1,563,1485,2082,1450,538,1109,624,1338,2999,1049,2397,756,1010,147,1402,10,47,288,undefined,365,270,1835,1024,266,1691,1186,945,842,839,258,-1,344,1746,314,216,408,254,999,414,-1,762,1635,1691,695,-1
20/05/2019,13,3381,2738,2148,2938,1849,2035,317,536,1358,424,107,377,-1,649,1599,2084,1508,593,1065,687,1360,3379,973,2310,955,1004,166,1237,3,619,344,undefined,394,395,2161,929,261,1630,1207,814,1012,873,305,-1,416,2072,309,219,440,306,956,459,-1,748,1310,1630,627,-1
20/05/2019,14,2484,2225,2058,2498,1558,1570,151,273,899,299,56,171,-1,528,1453,1478,810,526,901,442,925,2764,579,1951,822,704,144,1139,9,614,341,undefined,313,281,1353,576,210,1214,556,540,750,778,243,-1,282,1458,250,107,397,209,761,363,-1,539,618,1214,905,-1
20/05/2019,15,2568,1773,1984,2486,1923,2015,186,261,1488,368,62,200,-1,676,1488,1461,728,565,833,472,1013,3165,538,2481,980,582,160,1432,-1,614,261,undefined,246,201,1484,584,172,1272,457,549,876,786,225,-1,283,1633,264,126,393,188,693,492,-1,545,928,1272,482,-1
20/05/2019,16,2740,1896,2138,2560,2261,3157,264,382,3317,690,77,337,-1,1011,1748,1220,769,1088,828,425,993,3832,866,3893,1114,587,173,1800,-1,614,253,undefined,504,264,1885,544,218,1957,549,496,693,847,240,-1,314,1793,225,141,339,212,695,453,-1,571,2079,1957,407,-1
20/05/2019,17,3099,1738,2520,3004,3592,5066,603,707,4582,913,121,421,-1,1926,2116,1216,1295,1869,1076,527,1188,5058,1303,5258,1433,795,231,2941,-1,777,398,undefined,645,418,2922,816,245,2574,621,613,885,948,404,-1,426,2342,313,154,418,220,794,661,-1,833,3018,2574,217,-1
20/05/2019,18,2311,1093,2569,2264,2465,2624,370,382,1678,396,59,331,-1,927,1814,793,651,754,1207,712,1143,3683,601,2640,1127,735,206,2044,-1,842,397,undefined,231,237,2182,447,227,1334,311,263,700,835,228,-1,251,1580,288,136,422,141,523,519,-1,587,1135,1334,79,-1
20/05/2019,19,1269,530,2129,1494,1362,1400,147,162,451,146,63,261,-1,494,1385,378,234,211,1153,650,1010,2567,306,1260,300,595,137,1159,-1,717,312,undefined,111,105,1171,204,210,608,150,176,384,482,158,-1,173,1108,207,173,316,119,440,346,-1,358,317,608,32,-1
20/05/2019,20,791,384,1695,1101,975,1043,90,103,166,81,75,227,-1,376,1078,320,209,115,1008,503,767,2067,211,812,260,549,83,448,-1,575,315,undefined,120,93,974,135,160,378,89,147,313,366,116,-1,122,708,130,186,297,104,340,265,-1,278,193,378,31,-1
20/05/2019,21,515,259,1349,805,1473,914,54,76,111,54,55,167,-1,366,853,238,142,72,693,408,616,1628,205,669,230,439,80,1305,-1,500,237,undefined,60,66,848,178,160,309,86,77,216,270,102,-1,91,562,100,126,241,102,326,195,-1,207,104,309,19,-1
20/05/2019,22,312,135,882,499,578,693,48,47,107,32,44,146,-1,232,504,136,81,59,528,250,456,1237,135,488,168,254,71,241,-1,333,141,undefined,74,81,579,78,62,280,88,46,157,124,60,-1,91,334,96,88,159,111,150,117,-1,126,83,280,15,-1
20/05/2019,23,187,86,482,267,325,424,20,25,64,17,20,59,-1,184,207,66,59,28,257,129,341,658,106,256,71,186,31,125,-1,222,59,undefined,26,53,217,49,18,174,32,25,64,53,19,-1,34,227,33,117,34,55,71,85,-1,62,44,174,6,-1
21/05/2019,0,93,52,235,106,124,179,7,14,16,7,4,11,-1,58,99,29,12,10,116,44,157,198,62,128,25,110,13,48,-1,129,38,undefined,26,27,104,12,19,74,18,17,45,36,17,-1,11,109,14,77,21,23,37,50,-1,32,21,74,5,-1
21/05/2019,1,32,22,126,60,55,66,3,5,7,4,1,16,-1,25,61,17,27,2,76,37,101,94,47,36,24,84,9,25,-1,73,8,undefined,14,11,50,4,3,41,9,4,30,32,8,-1,7,58,8,64,4,24,18,38,-1,14,10,41,8,-1
21/05/2019,2,15,15,44,32,71,20,3,3,6,-1,2,5,-1,2,32,15,12,4,47,23,64,73,11,5,26,49,2,33,-1,55,14,undefined,4,13,16,8,3,43,7,2,5,2,-1,-1,1,27,5,57,3,7,22,8,-1,14,1,43,1,-1
21/05/2019,3,18,13,57,24,50,30,1,2,3,-1,-1,5,-1,12,18,8,7,5,34,14,86,52,25,26,18,49,5,54,-1,37,6,undefined,8,12,24,3,9,5,-1,4,5,3,1,-1,-1,31,7,32,1,11,22,6,-1,11,2,5,-1,-1
21/05/2019,4,3,23,36,32,64,46,11,3,6,1,3,5,-1,32,16,6,10,2,20,32,41,77,10,32,24,35,2,54,-1,26,23,undefined,8,1,31,11,23,21,9,8,2,1,1,-1,1,31,5,17,10,10,9,5,-1,5,8,21,1,-1
21/05/2019,5,42,25,67,90,154,260,48,62,117,23,8,24,-1,115,27,79,95,33,26,12,64,186,53,366,90,71,14,111,-1,52,19,undefined,38,42,158,25,14,101,14,21,22,19,15,-1,6,65,21,27,12,11,17,12,-1,11,77,101,3,-1
21/05/2019,6,117,72,218,233,474,1020,160,165,626,110,26,99,-1,336,97,371,251,200,51,16,117,767,252,1142,259,148,37,411,-1,69,68,undefined,93,54,783,93,14,385,117,123,62,46,37,-1,33,220,54,31,25,48,52,26,-1,84,529,385,11,-1
21/05/2019,7,466,259,392,532,1242,2111,468,405,2554,314,64,203,-1,820,345,702,893,881,100,112,156,1708,825,2751,639,335,123,1061,25,199,81,undefined,280,152,1255,262,52,1296,360,280,129,140,68,-1,71,511,171,100,89,70,234,80,-1,167,1863,1296,92,-1
21/05/2019,8,948,612,784,1139,2394,4096,698,618,4647,654,99,408,-1,1463,765,1015,2208,1807,269,168,344,2800,1638,4673,1105,755,208,1969,-1,461,164,undefined,657,356,2435,771,115,2408,776,796,433,529,200,-1,277,1125,356,162,158,159,807,365,-1,388,4004,2408,663,-1
21/05/2019,9,1033,671,818,1110,1574,2392,270,328,2846,495,44,205,-1,746,685,984,1436,983,221,159,349,2190,997,3004,673,793,228,1241,-1,263,122,undefined,506,220,1254,567,112,1744,782,654,580,744,218,-1,308,981,496,212,205,158,626,440,-1,396,2340,1744,457,-1
21/05/2019,10,1331,942,1005,1585,2206,1197,165,163,965,308,35,172,-1,387,748,1203,772,496,406,221,482,1896,495,1790,455,911,228,1392,-1,357,258,undefined,259,193,854,525,110,1207,547,592,549,628,240,-1,218,977,403,294,256,181,454,236,-1,356,820,1207,566,-1
21/05/2019,11,1919,1312,1498,2036,1542,1347,194,213,730,299,47,173,-1,563,1025,1344,740,499,565,394,676,2199,581,1601,566,1161,241,1144,-1,516,235,undefined,238,174,1019,516,206,1180,563,498,688,617,235,-1,249,1366,529,354,305,187,602,325,-1,467,612,1180,485,-1
21/05/2019,12,3059,2455,2164,2890,2726,2027,357,643,1626,529,138,511,-1,635,1598,2143,1527,635,1121,702,1540,3021,1130,2480,895,1786,325,1955,8,885,332,undefined,427,351,2323,1134,293,1686,1455,948,900,614,299,-1,389,2061,646,450,382,313,986,404,-1,802,1496,1686,799,-1
21/05/2019,13,3345,2709,2303,3059,2381,2198,292,562,1459,475,106,370,-1,800,1628,2090,1655,647,1161,682,1525,3396,1027,2348,990,1643,310,1849,7,888,326,undefined,448,418,2215,1201,386,1789,1268,900,821,630,270,-1,431,2087,670,405,414,298,1068,431,-1,894,1195,1789,659,-1
21/05/2019,14,2626,2189,2187,2691,2368,1895,200,275,1044,263,71,234,-1,602,1517,1599,913,540,942,478,1018,2916,654,2097,881,1145,209,1747,1,622,273,undefined,326,254,1388,644,179,1242,635,559,809,569,260,-1,312,1586,547,273,359,207,871,407,-1,675,706,1242,787,-1
21/05/2019,15,2673,1796,2215,2780,2083,2285,230,253,1525,392,47,222,-1,712,1654,1420,769,578,899,415,873,3353,654,2632,1051,733,153,1582,-1,569,275,undefined,272,197,1394,603,201,1377,474,572,665,620,246,-1,262,1704,354,187,321,212,720,341,-1,505,793,1377,520,-1
21/05/2019,16,2702,1810,2306,2706,2458,3266,342,404,3337,710,81,341,-1,1120,1934,1254,850,1080,820,445,953,3802,882,3826,1102,690,205,1947,-1,739,253,undefined,509,294,1944,753,199,2073,460,462,774,878,299,-1,324,1828,272,150,346,152,729,536,-1,658,1809,2073,419,-1
21/05/2019,17,3283,1855,2697,3122,3708,5287,679,742,4378,920,173,489,-1,1962,2352,1411,1464,1850,1174,575,1422,4817,1375,4966,1458,918,326,3106,-1,911,396,undefined,649,410,3195,807,227,2682,687,611,909,1021,418,-1,427,2347,382,157,421,191,847,690,-1,761,2789,2682,209,-1
21/05/2019,18,2426,1214,2836,2419,2657,2823,434,420,1706,378,74,335,-1,1104,1938,877,785,790,1408,708,1384,3751,622,2822,1227,901,273,2360,-1,923,385,undefined,333,262,2174,510,190,1317,346,330,650,775,273,-1,307,1599,336,148,478,203,707,568,-1,714,1145,1317,51,-1
21/05/2019,19,1383,571,2231,1637,1340,1610,163,168,534,181,74,289,-1,485,1501,502,341,239,1155,610,1040,2683,330,1401,431,661,152,932,-1,729,414,undefined,108,122,1321,242,190,765,173,214,419,531,203,-1,231,1093,194,175,378,167,459,349,-1,422,430,765,38,-1
21/05/2019,20,782,380,1887,1210,1154,1138,92,106,247,99,74,224,-1,335,1277,362,235,127,918,538,946,2184,217,873,314,588,128,646,-1,743,400,undefined,117,111,1055,249,165,468,99,184,274,324,149,-1,142,759,162,134,292,96,433,267,-1,285,210,468,29,-1
21/05/2019,21,513,255,1413,892,1181,1046,78,87,138,74,38,167,-1,359,845,321,230,98,690,465,615,1639,174,751,307,388,110,779,-1,593,277,undefined,65,103,845,235,122,368,92,123,212,271,100,-1,117,653,145,106,234,130,329,198,-1,213,135,368,28,-1
21/05/2019,22,284,167,828,605,851,736,34,47,108,31,44,110,-1,237,530,160,141,93,489,241,505,1247,138,506,251,260,66,732,-1,317,170,undefined,93,109,620,108,69,294,51,80,124,120,62,-1,85,334,87,118,138,73,180,122,-1,124,77,294,10,-1
21/05/2019,23,137,74,463,284,304,425,21,20,45,25,12,46,-1,164,234,72,91,36,215,123,288,576,70,292,98,197,39,149,2,226,110,undefined,26,41,230,55,20,166,43,36,54,54,25,-1,45,184,49,70,34,47,77,57,-1,73,46,166,7,-1
22/05/2019,0,103,57,239,141,139,163,5,16,27,11,1,27,-1,65,77,46,39,12,80,87,226,225,32,102,54,122,17,72,-1,154,44,undefined,13,21,96,25,12,113,15,16,37,24,15,-1,17,93,22,85,17,37,49,40,-1,34,19,113,5,-1
22/05/2019,1,59,28,137,51,58,71,4,1,10,2,2,6,-1,33,60,32,22,8,56,39,141,154,9,18,37,93,9,24,-1,115,37,undefined,3,35,47,2,10,51,9,9,38,43,7,-1,3,46,10,64,6,14,32,39,-1,23,11,51,4,-1
22/05/2019,2,23,14,88,45,107,29,2,1,5,2,-1,3,-1,15,57,13,40,4,33,24,55,89,8,19,20,52,10,41,-1,95,17,undefined,5,16,17,9,3,28,-1,10,11,1,-1,-1,2,24,10,41,6,19,11,14,-1,6,7,28,2,-1
22/05/2019,3,26,8,57,41,68,19,3,10,9,1,-1,7,-1,9,38,10,6,3,25,22,82,81,6,15,13,45,5,48,-1,29,35,undefined,6,5,29,2,6,12,-1,4,-1,2,1,-1,4,44,7,21,2,7,13,3,-1,7,9,12,-1,-1
22/05/2019,4,18,21,35,29,81,56,12,5,7,4,-1,4,-1,29,19,10,18,1,19,14,71,66,12,37,32,37,3,64,-1,40,31,undefined,5,22,31,11,10,23,7,5,1,1,1,-1,1,22,3,27,11,2,4,10,-1,8,8,23,1,-1
22/05/2019,5,37,30,69,93,136,286,38,50,93,19,4,14,-1,111,42,37,95,34,18,29,61,191,56,352,75,45,11,103,-1,32,31,undefined,34,71,179,26,7,115,26,22,12,9,3,-1,9,71,12,27,8,15,13,6,-1,18,89,115,-1,-1
22/05/2019,6,130,79,175,203,482,987,155,158,575,98,26,83,-1,321,93,182,247,198,54,17,122,799,272,1176,267,118,25,498,6,75,106,undefined,174,88,705,81,18,390,108,112,49,34,29,-1,40,201,64,35,17,28,61,21,-1,84,475,390,10,-1
22/05/2019,7,457,254,379,613,1267,2071,497,427,2318,363,58,207,-1,703,338,541,880,797,119,89,221,1670,750,2595,648,256,88,1197,7,125,412,undefined,288,214,1189,278,48,1213,311,339,124,190,85,-1,65,604,138,58,82,80,216,101,-1,147,1852,1213,85,-1
22/05/2019,8,1038,687,975,1161,2483,4124,679,593,4238,581,85,358,-1,1375,840,1223,2178,1801,225,160,473,3014,1579,4591,1114,602,201,2385,4,395,517,undefined,597,345,2524,826,95,2499,783,813,497,571,211,74,193,1138,312,94,174,168,818,402,-1,422,3536,2499,545,-1
22/05/2019,9,1272,791,868,1327,1594,2243,266,289,2513,490,69,272,-1,693,856,1072,1414,985,215,195,391,2049,915,2977,688,607,142,1582,12,260,333,undefined,467,275,1261,592,132,1846,813,670,795,812,217,-1,297,1089,260,34,199,135,567,693,-1,424,1615,1846,408,-1
22/05/2019,10,1474,936,1074,1558,1428,1271,152,181,931,300,60,168,-1,453,815,1302,829,552,356,238,570,1882,590,1816,477,626,123,1179,12,379,336,undefined,268,212,1150,530,124,1282,492,651,626,707,216,-1,295,1015,239,32,237,177,459,274,-1,426,757,1282,447,-1
22/05/2019,11,2113,1498,1441,2006,1747,1587,193,243,721,281,64,276,-1,696,1139,1384,840,463,668,403,718,2228,648,1973,550,777,171,1487,-1,555,299,undefined,252,189,1512,585,169,1174,564,686,765,658,265,-1,257,1255,288,2,315,226,583,304,-1,441,626,1174,424,-1
22/05/2019,12,3433,2840,2292,3208,2152,2118,326,702,1670,540,153,519,-1,588,1743,2229,1717,668,1275,895,1538,3089,1190,2622,980,1216,226,1976,19,1139,564,undefined,389,391,2334,1207,284,1832,1406,969,928,663,313,-1,463,2057,407,34,443,302,975,451,-1,701,1580,1832,640,-1
22/05/2019,13,3664,2860,2391,3308,2249,2449,441,713,1420,454,106,498,-1,794,1915,2240,1737,706,1254,724,1445,3501,1146,2445,985,1170,213,1548,1,987,512,undefined,415,519,2729,1051,321,1824,1280,1199,866,850,328,-1,493,2063,390,309,460,262,1029,467,-1,845,1173,1824,533,-1
22/05/2019,14,2879,1974,2127,2844,2305,1955,313,330,953,1754,60,272,-1,657,1589,1699,978,578,933,535,1026,2983,798,2060,806,777,201,1701,13,690,282,undefined,337,276,1598,771,177,1343,687,554,743,751,263,-1,355,1682,348,147,393,222,825,407,-1,602,725,1343,677,-1
22/05/2019,15,2753,2005,2248,2687,2216,2121,253,258,1374,421,69,300,-1,683,1729,1321,806,618,909,414,927,3200,601,2536,1028,680,166,1661,-1,686,295,undefined,280,230,1553,549,172,1463,471,580,808,745,266,-1,279,1715,289,151,351,224,728,425,-1,583,836,1463,411,-1
22/05/2019,16,2743,1820,2253,2717,2948,3155,346,449,3107,647,64,349,-1,1028,1846,1384,798,1086,963,526,968,3764,840,3874,1176,711,187,2277,-1,683,273,undefined,440,312,1950,653,211,2111,636,611,833,876,293,-1,241,1855,281,148,396,198,783,537,-1,629,1668,2111,489,-1
22/05/2019,17,3458,2082,2867,3219,3911,5172,603,745,4141,843,140,480,-1,1761,2260,1482,1366,1764,1208,675,1184,4980,1344,4916,1551,995,247,3197,-1,1033,384,undefined,647,409,3151,802,264,2653,649,720,1060,1034,387,-1,326,2417,478,221,477,249,970,735,-1,873,2310,2653,194,-1
22/05/2019,18,2600,1459,2855,2438,2920,2943,476,415,1705,459,99,439,-1,1019,1981,862,718,813,1438,916,1298,3927,666,2805,1115,998,254,2594,-1,950,500,undefined,301,267,2382,554,217,1496,399,537,786,864,294,-1,305,1773,519,259,518,233,734,591,-1,669,942,1496,52,-1
22/05/2019,19,1399,628,2458,1717,1572,1695,291,205,504,168,84,284,-1,606,1559,445,306,260,1271,702,1026,2792,342,1348,607,836,245,1760,-1,746,521,undefined,153,128,1565,249,196,723,159,304,457,537,162,-1,212,1219,415,213,404,176,470,353,-1,430,297,723,28,-1
22/05/2019,20,921,489,2133,1354,1177,1246,80,137,254,118,146,422,-1,422,1273,406,230,125,1023,567,908,2327,228,880,419,625,182,639,-1,704,415,undefined,82,89,1150,216,200,473,113,253,258,289,103,-1,117,915,280,185,338,122,488,253,-1,324,227,473,30,-1
22/05/2019,21,562,254,1625,1008,1415,1013,98,161,172,80,65,245,-1,355,942,339,213,96,816,495,738,1669,191,749,337,529,121,1054,-1,594,340,undefined,72,97,910,158,109,429,100,128,234,256,112,-1,137,556,168,157,292,134,277,202,-1,204,155,429,33,-1
22/05/2019,22,383,195,1075,661,1110,799,152,89,107,52,47,143,-1,323,591,188,123,99,546,417,488,1383,172,559,263,298,74,988,-1,533,230,undefined,107,108,611,105,63,360,94,347,164,144,95,-1,86,409,105,106,162,83,198,137,-1,146,112,360,16,-1
22/05/2019,23,193,91,529,294,414,451,44,36,58,21,18,91,-1,225,239,111,83,58,245,151,370,790,65,295,130,232,37,249,-1,313,106,undefined,44,48,346,52,32,217,37,52,101,96,42,-1,37,216,67,125,48,52,76,80,-1,68,48,217,12,-1
23/05/2019,0,87,40,266,137,166,181,5,14,23,17,15,46,-1,57,112,60,16,12,95,72,202,269,48,104,74,99,10,70,-1,158,57,undefined,20,9,171,18,17,90,24,16,64,40,24,-1,14,106,21,74,56,35,36,40,-1,33,34,90,2,-1
23/05/2019,1,41,41,120,60,78,70,6,4,6,6,5,19,-1,26,54,20,18,8,42,55,199,191,11,43,50,102,7,46,-1,141,19,undefined,9,10,72,17,9,52,7,11,104,62,44,-1,5,72,9,75,70,21,28,27,-1,18,12,52,2,-1
