Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary
01/05/2019,0,96,42,285,147,174,190,13,15,20,6,5,23,-1,83,131,58,26,12,143,60,151,316,33,134,37,140,20,154,-1,218,39,undefined,9,10,180,20,22,110,18,23,35,14,9,-1,12,119,25,57,11,27,33,40,-1,46,11,110,5,213
01/05/2019,1,71,16,191,85,91,103,3,8,11,5,2,16,-1,32,56,43,21,11,86,28,106,138,35,50,34,112,10,72,-1,125,16,undefined,6,11,68,17,8,70,5,20,16,5,7,-1,4,52,11,44,2,21,51,35,-1,30,9,70,5,100
01/05/2019,2,30,21,72,24,50,31,4,3,7,-1,3,7,-1,16,35,7,13,8,54,50,59,118,11,17,26,57,5,27,-1,81,12,undefined,2,6,38,7,5,43,5,6,6,4,3,-1,2,49,7,21,2,13,20,11,-1,13,4,43,3,39
01/05/2019,3,8,16,45,28,54,78,6,1,4,1,4,9,-1,14,40,11,13,8,27,36,65,80,26,22,8,46,4,40,-1,40,2,undefined,6,2,21,12,5,10,3,13,5,-1,-1,-1,-1,32,4,23,-1,10,20,-1,-1,6,-1,10,-1,69
01/05/2019,4,19,17,41,29,55,44,14,3,14,4,-1,1,-1,30,13,5,14,2,36,34,48,67,6,37,50,36,2,55,-1,33,19,undefined,11,10,19,8,15,15,12,18,12,2,1,-1,1,24,4,41,10,6,7,4,-1,7,5,15,1,55
01/05/2019,5,42,29,86,94,139,239,32,40,113,23,4,18,-1,113,35,27,97,47,20,5,34,154,50,335,57,48,11,86,-1,32,24,undefined,22,29,139,21,8,103,15,28,26,50,40,-1,4,86,19,24,7,20,17,6,-1,8,65,103,2,179
01/05/2019,6,105,84,203,249,519,960,135,127,613,89,21,76,-1,326,90,204,253,190,69,25,96,753,263,1151,279,119,23,399,-1,72,54,undefined,84,65,655,81,15,377,124,103,84,65,45,-1,22,183,47,34,23,32,59,39,-1,44,409,377,13,467
01/05/2019,7,386,222,409,520,1292,1890,418,395,2299,362,55,238,-1,795,311,576,836,814,121,79,133,1515,754,2660,589,243,92,941,-1,162,85,undefined,273,188,1217,228,56,1251,360,295,197,188,83,-1,68,549,128,48,76,81,238,112,-1,158,1491,1251,120,1102
01/05/2019,8,1014,659,855,1096,2365,3965,578,556,4528,645,79,325,-1,1489,841,1017,2082,1814,260,137,346,2984,1492,4596,867,769,192,2042,9,320,169,undefined,640,328,2213,803,94,2479,860,991,571,623,241,-1,209,1209,308,82,157,170,759,354,-1,413,3312,2479,567,2117
01/05/2019,9,1084,748,892,1211,1437,2167,219,252,2806,432,40,194,-1,687,768,1065,1388,1010,242,158,367,2151,1012,3087,511,598,117,1298,14,317,180,undefined,461,247,1249,684,90,1857,746,760,636,860,274,-1,289,980,225,81,227,156,593,319,-1,417,2147,1857,461,1990
01/05/2019,10,1493,1073,1167,1612,1336,1146,176,157,930,316,22,140,-1,440,833,1142,754,553,407,216,506,1840,625,1724,418,704,152,926,26,436,200,undefined,330,235,963,523,127,1314,488,750,705,651,210,-1,232,1026,288,134,241,201,515,296,-1,420,871,1314,659,1992
01/05/2019,11,2009,1512,1401,1995,1351,1205,139,192,777,206,22,154,-1,404,1142,1342,752,468,661,358,759,2020,643,1675,557,715,165,1057,34,581,239,undefined,188,183,901,493,184,1339,510,798,880,680,193,-1,291,1229,312,164,258,185,571,318,-1,467,1041,1339,532,2269
01/05/2019,12,3469,2711,2333,3184,1910,1985,278,549,1815,478,117,375,-1,602,1764,2115,1567,655,1223,789,1564,3234,1200,2459,780,1162,203,1279,38,1064,258,undefined,349,366,2051,991,243,1902,1162,1340,969,755,315,-1,397,2083,431,240,392,363,1088,417,-1,833,2044,1902,661,2977
01/05/2019,13,3590,2995,2454,3371,1951,2230,323,551,1498,478,93,338,-1,657,1980,2157,1590,686,1132,708,1456,3537,1188,2605,1157,1141,223,1514,48,991,351,undefined,334,335,2206,998,246,1803,1098,1313,986,723,321,-1,521,2236,404,228,399,281,1048,524,-1,898,1445,1803,625,3240
01/05/2019,14,2895,2295,2319,2990,1993,1647,228,256,941,321,55,245,-1,555,1738,1642,832,515,892,476,998,2842,666,2516,940,803,168,1462,5,745,287,undefined,335,248,1483,775,188,1243,537,735,900,678,295,-1,370,1802,291,152,368,214,794,487,-1,635,910,1243,796,2873
01/05/2019,15,2947,2195,2417,2879,2077,2130,227,255,1418,341,52,252,-1,685,1916,1426,802,580,948,426,920,3107,634,2662,1006,768,195,1337,-1,690,273,undefined,333,225,1603,627,150,1433,527,687,930,787,274,-1,263,1912,342,149,298,264,756,487,-1,631,1034,1433,821,3058
01/05/2019,16,2948,2243,2467,3010,2536,3074,307,359,3207,704,73,355,-1,1048,1833,1350,791,1086,1038,495,1033,3780,862,3895,1100,707,205,1858,-1,730,242,undefined,497,321,1926,650,158,1931,567,644,816,893,309,-1,287,2075,359,201,341,232,799,557,-1,659,2059,1931,504,3246
01/05/2019,17,3693,2244,2911,3448,3742,4855,709,652,4557,866,139,517,-1,1937,2431,1530,1324,1829,1158,603,1187,4996,1320,5179,1386,1077,252,2628,-1,986,361,undefined,666,450,2966,824,237,2525,736,690,1077,1134,397,-1,408,2447,835,366,511,314,959,767,-1,907,3067,2525,329,4064
01/05/2019,18,2819,1476,2923,2616,2389,2820,918,391,1801,436,95,414,-1,1057,2089,1008,788,789,1384,822,1190,3820,647,2823,967,1229,302,1447,-1,953,344,undefined,386,331,2213,507,186,1372,359,569,935,944,342,-1,333,1880,1050,525,452,304,704,562,-1,641,1246,1372,122,3159
01/05/2019,19,1936,793,2297,1801,1440,1518,570,186,593,127,79,369,-1,522,1577,476,355,274,1300,834,998,2693,291,1440,446,1205,228,788,-1,810,437,undefined,150,173,1507,305,206,686,221,314,526,606,245,-1,189,1221,867,587,429,264,587,426,-1,467,373,686,72,2065
01/05/2019,20,1254,545,1950,1316,1186,1133,138,105,274,105,122,305,-1,401,1262,368,250,134,1047,860,852,2125,212,956,330,1009,245,491,-1,758,406,undefined,93,117,1004,22,219,441,113,264,336,368,180,-1,161,972,722,478,403,257,394,310,-1,459,214,441,50,1614
01/05/2019,21,727,361,1686,1024,945,1089,101,138,167,84,65,221,-1,358,966,248,144,80,745,542,661,1834,164,739,319,788,158,469,-1,576,336,undefined,59,58,945,56,146,415,77,134,240,305,147,-1,114,857,433,285,336,181,416,248,-1,234,120,415,35,1406
01/05/2019,22,403,172,1039,687,695,724,1085,63,117,45,33,109,-1,307,459,201,145,104,535,362,472,1432,96,527,192,415,113,234,-1,452,201,undefined,111,214,624,103,117,341,63,306,124,128,61,-1,69,432,232,150,170,74,157,168,-1,169,118,341,25,941
01/05/2019,23,197,108,684,490,741,570,567,29,70,14,20,73,-1,300,195,109,78,80,324,277,456,1014,73,405,100,242,44,270,-1,299,126,undefined,81,178,689,68,33,212,43,54,73,89,50,-1,31,286,67,117,86,95,117,68,-1,102,58,212,17,1070
02/05/2019,0,100,70,307,139,182,176,20,19,24,23,14,44,-1,54,122,60,38,11,109,79,239,398,47,158,55,141,28,66,-1,244,59,undefined,10,14,119,20,14,101,22,22,81,34,23,-1,16,126,34,65,28,28,64,65,-1,47,35,101,5,250
02/05/2019,1,54,33,156,85,84,76,12,8,11,4,6,17,-1,20,66,23,10,6,71,56,146,155,12,23,29,80,8,30,-1,137,21,undefined,7,11,61,8,7,51,19,13,79,44,38,-1,12,76,19,55,21,21,27,48,-1,31,22,51,6,120
02/05/2019,2,19,18,87,59,29,50,8,3,8,1,1,6,-1,18,34,13,13,8,42,26,73,129,5,25,15,61,3,16,-1,65,18,undefined,6,7,33,7,11,36,3,12,45,25,9,-1,1,30,8,19,8,12,16,39,-1,14,4,36,4,96
02/05/2019,3,12,12,43,42,41,51,2,-1,4,1,-1,1,-1,6,21,19,6,-1,19,21,53,83,9,29,14,46,1,25,-1,24,28,undefined,2,1,15,7,6,37,9,8,10,3,8,-1,2,17,13,20,4,9,8,3,-1,6,11,37,1,42
02/05/2019,4,14,19,32,33,58,63,21,4,6,-1,-1,2,-1,31,9,4,10,6,13,24,25,68,6,38,31,45,7,54,-1,26,14,undefined,11,15,11,4,19,28,10,21,4,1,1,-1,3,38,11,14,5,12,2,5,-1,6,13,28,-1,51
02/05/2019,5,44,22,74,82,124,227,31,42,76,21,-1,3,-1,88,27,31,96,32,21,22,39,140,130,331,57,73,16,88,-1,29,17,undefined,31,22,92,35,8,99,12,37,22,19,13,-1,12,74,25,14,9,12,16,13,-1,10,86,99,-1,181
02/05/2019,6,117,66,186,270,429,941,90,107,575,75,5,46,-1,265,102,262,224,213,43,19,66,633,237,1105,194,129,28,333,-1,71,36,undefined,71,34,592,62,14,358,109,108,63,39,32,-1,24,184,47,37,27,52,66,34,-1,66,542,358,8,410
02/05/2019,7,417,264,369,549,1139,1945,266,318,2407,357,13,148,-1,703,353,413,901,741,107,80,156,1525,755,2533,566,300,109,912,-1,149,74,undefined,255,124,1095,257,37,1253,344,284,182,249,94,-1,76,493,197,94,78,113,222,129,-1,143,2107,1253,95,1183
02/05/2019,8,1002,646,815,1211,2207,3956,495,490,4726,580,47,336,-1,1468,801,956,2020,1778,259,150,339,2815,1632,4782,1005,726,233,1841,-1,391,153,undefined,587,295,2074,777,92,2365,818,886,598,674,238,-1,274,1111,367,146,186,193,747,410,-1,421,4360,2365,591,2284
02/05/2019,9,1007,690,800,1212,1421,2271,288,313,2897,463,15,162,-1,701,737,961,1414,1039,222,178,371,1997,823,3031,570,711,192,1160,-1,300,142,undefined,468,159,1205,562,127,1668,733,829,529,666,203,-1,311,963,378,183,213,124,573,309,-1,431,2628,1668,394,1845
02/05/2019,10,1331,1010,1017,1610,1203,1148,146,205,1146,276,11,133,-1,336,780,1051,898,519,393,210,516,1680,590,613,545,837,183,1121,17,376,173,undefined,225,196,729,482,107,1119,454,656,593,644,211,-1,253,938,495,263,276,183,496,315,-1,381,1241,1119,654,1875
02/05/2019,11,1965,1587,1454,1978,1356,1338,229,218,809,252,41,208,-1,495,1000,1314,855,456,729,378,706,2271,554,-1,664,1100,212,1135,3,640,186,undefined,269,170,868,501,165,1062,589,754,770,617,283,-1,300,1191,466,303,316,223,628,331,-1,456,831,1062,638,2335
02/05/2019,12,3187,2544,2340,3008,1959,1879,395,569,1724,433,112,426,-1,653,1600,2107,1685,654,1076,697,1438,2997,1169,-1,967,1701,285,1537,31,970,287,undefined,328,295,2005,1078,256,1694,1433,1186,886,340,297,-1,409,1845,559,509,429,299,1003,359,-1,723,1775,1694,583,2833
02/05/2019,13,3507,2775,2215,3266,2015,2194,312,485,1606,475,112,369,-1,766,1777,2203,1609,734,1202,729,1469,3211,1041,1624,1018,1609,318,1516,4,1053,331,undefined,328,336,2097,983,266,1762,1280,1187,1038,239,339,-1,498,2092,657,410,459,329,1065,427,-1,800,1603,1762,600,3034
02/05/2019,14,2916,2070,2261,2921,1936,1801,266,275,984,298,51,210,-1,579,1573,1738,935,576,967,516,996,2777,654,2098,1007,1160,267,1344,-1,742,278,undefined,268,194,1479,680,188,1286,594,758,770,221,294,-1,325,1677,532,292,352,226,881,368,-1,656,819,1286,703,2891
02/05/2019,15,2765,2015,2122,2925,2210,2151,255,238,1516,356,47,215,-1,688,1694,1506,787,610,836,469,935,3090,622,2610,1065,815,206,1539,-1,740,226,undefined,258,199,1315,570,166,1430,452,705,869,277,301,-1,251,1743,383,193,413,172,835,448,-1,508,1020,1430,539,3142
02/05/2019,16,2767,1898,2296,2929,2414,3022,297,386,3449,628,54,282,-1,1117,1916,1355,777,1091,844,397,949,3517,890,3819,1273,802,246,1817,-1,778,243,undefined,463,226,1679,647,198,2030,487,762,842,638,286,-1,282,1825,365,166,377,217,787,525,-1,690,1924,2030,482,3346
02/05/2019,17,3516,2121,2870,3295,4042,4871,587,721,4711,876,122,486,-1,1925,2353,1497,1409,1699,1125,718,1181,4611,1278,4955,1442,872,257,2712,-1,999,397,undefined,579,414,2919,800,330,2625,724,836,964,831,375,-1,334,2324,362,170,448,227,871,658,-1,846,2412,2625,311,4096
02/05/2019,18,2883,1453,2759,2709,2418,2810,793,375,1828,385,90,399,-1,1117,1870,1008,778,909,1291,841,1153,3596,637,2828,1050,792,213,1631,-1,960,496,undefined,383,314,2180,516,318,1353,421,570,807,801,310,-1,281,1744,274,166,550,227,781,513,-1,629,819,1353,107,3210
02/05/2019,19,1892,1085,2260,1892,1487,1495,523,183,589,164,55,319,-1,454,1403,570,344,320,1183,938,1004,2599,325,1480,430,564,133,984,-1,835,418,undefined,173,181,1370,292,227,742,161,290,550,676,228,-1,187,1199,181,119,525,190,644,387,-1,476,345,742,68,2132
02/05/2019,20,1313,677,1915,1371,1173,1310,134,113,278,87,92,294,-1,426,1199,383,254,179,1078,682,953,2178,211,1026,354,583,152,708,-1,765,434,undefined,96,116,1057,208,218,545,96,266,485,635,158,-1,129,878,212,111,405,153,428,358,-1,368,147,545,52,1686
02/05/2019,21,750,337,1659,1147,1054,1045,99,70,188,59,38,186,-1,335,935,325,193,107,774,534,648,1837,220,838,305,437,130,618,-1,635,398,undefined,63,86,843,212,136,425,132,127,313,497,131,-1,123,810,166,98,310,113,429,215,-1,266,87,425,38,1401
02/05/2019,22,392,170,1278,719,785,805,761,60,117,49,46,153,-1,280,555,186,168,107,597,522,605,1373,135,579,229,266,117,402,2,517,283,undefined,118,175,665,143,92,360,74,383,247,290,73,-1,86,406,172,116,194,147,198,221,-1,155,61,360,26,1056
02/05/2019,23,185,128,728,489,696,588,600,36,52,33,21,89,-1,261,277,129,82,72,325,322,461,1221,104,441,134,235,43,280,-1,322,101,undefined,93,159,730,101,45,194,42,56,111,106,36,-1,37,331,51,69,74,66,135,104,-1,77,60,194,21,898
03/05/2019,0,129,56,381,185,215,242,16,10,20,10,4,38,-1,95,98,57,41,19,219,145,298,422,70,140,66,152,15,81,-1,193,48,undefined,23,13,222,40,15,121,16,18,36,30,23,-1,19,185,24,95,31,57,79,62,-1,46,9,121,8,281
03/05/2019,1,85,56,210,114,109,151,15,8,7,5,6,20,-1,31,84,30,10,12,109,73,247,212,42,37,63,120,14,43,-1,165,14,undefined,10,7,79,18,22,78,4,11,44,16,12,-1,7,87,11,50,2,11,41,48,-1,32,18,78,4,123
03/05/2019,2,37,23,110,41,60,124,8,4,7,7,1,11,-1,23,52,16,8,2,47,45,143,128,39,50,13,92,1,30,-1,85,17,undefined,5,8,45,25,15,51,-1,7,20,7,8,-1,2,65,12,48,5,11,19,3,-1,17,16,51,2,81
03/05/2019,3,30,25,73,57,48,116,11,5,4,1,-1,8,-1,12,30,18,15,5,25,83,147,180,22,43,27,48,7,51,-1,77,13,undefined,2,5,30,17,4,18,1,7,5,5,5,-1,1,64,8,10,1,11,13,4,-1,21,11,18,2,76
03/05/2019,4,38,38,67,51,77,73,17,4,16,2,2,3,-1,49,10,13,12,5,20,24,78,115,10,35,19,38,4,65,-1,35,11,undefined,11,7,34,9,6,24,10,8,2,1,1,-1,-1,35,9,24,3,5,7,7,-1,10,11,24,-1,76
03/05/2019,5,31,29,66,91,139,290,38,47,106,17,3,12,-1,114,22,38,79,26,19,28,67,197,44,345,93,93,22,110,-1,34,22,undefined,26,22,146,30,22,106,10,27,18,45,40,-1,3,77,31,23,11,15,25,6,-1,14,94,106,2,176
03/05/2019,6,126,88,217,256,484,959,145,144,581,84,25,83,-1,324,87,258,254,175,52,25,81,748,233,1054,264,150,33,479,10,88,41,undefined,95,45,651,94,13,398,111,111,59,48,33,-1,28,199,67,51,20,50,65,26,-1,43,491,398,16,433
03/05/2019,7,415,264,352,576,1236,1942,360,412,2202,331,45,199,-1,754,323,432,855,769,110,80,182,1555,759,2511,744,327,110,1140,42,152,75,undefined,256,126,1211,252,58,1207,341,299,182,216,95,-1,88,668,162,116,84,104,238,136,-1,147,1864,1207,116,1148
03/05/2019,8,1004,640,846,1159,2183,4018,626,556,4333,615,90,369,-1,1490,772,950,2170,1862,311,179,432,2941,1610,4572,1150,698,229,2014,-1,304,169,undefined,611,316,2377,656,99,2311,843,794,501,579,217,-1,240,1161,352,172,187,234,718,296,-1,385,4119,2311,536,2044
03/05/2019,9,1143,847,811,1243,1796,2132,504,314,2669,462,58,287,-1,764,705,1009,1362,975,296,173,447,2171,935,2977,809,768,193,1559,14,276,161,undefined,570,293,1360,577,106,1582,724,719,632,677,189,-1,272,1044,363,218,244,191,530,299,-1,384,2364,1582,353,1881
03/05/2019,10,1595,1256,1311,2039,1840,1309,287,251,1040,293,44,181,-1,486,932,1171,879,518,470,249,552,2018,677,1982,867,1003,203,1398,28,206,170,undefined,261,325,1243,518,130,1185,558,724,729,463,175,-1,218,1052,429,203,353,194,524,470,-1,452,785,1185,508,2361
03/05/2019,11,2420,1703,1462,2254,1903,1462,423,317,873,255,58,239,-1,602,1111,1500,922,491,698,406,831,2423,648,1846,894,1290,203,1469,19,35,196,undefined,270,267,1312,525,223,1279,656,794,830,572,202,-1,286,1546,590,318,362,221,624,365,-1,506,655,1279,350,2667
03/05/2019,12,3628,3008,2512,3465,2560,2403,313,731,1908,569,125,478,-1,659,1701,2177,1768,837,1270,742,1862,3246,1264,2767,1237,1967,297,1957,22,37,371,undefined,427,376,2646,1123,287,2003,1823,1216,893,624,237,-1,359,2291,713,616,467,271,1018,493,-1,914,1551,2003,591,3204
03/05/2019,13,4099,3259,2726,3636,2453,2475,454,689,1653,591,116,502,-1,756,2129,2196,1673,905,1306,721,1769,3528,1248,2777,1353,1796,271,1799,14,829,396,undefined,372,445,2603,1170,295,1839,1650,1187,1013,487,319,-1,494,2592,620,491,473,321,1089,521,-1,875,1278,1839,504,3615
03/05/2019,14,3448,2505,2569,3215,2513,2189,327,283,1040,343,89,316,-1,695,1773,1704,974,615,1116,510,1110,3267,737,2473,1320,1272,218,1607,-1,754,313,undefined,281,276,2040,625,230,1446,665,838,792,220,275,-1,299,2008,503,322,441,252,781,390,-1,661,701,1446,624,3362
03/05/2019,15,3300,2239,2366,3000,2534,2432,287,311,1478,358,82,334,-1,873,1804,1528,835,611,1003,427,1044,3348,659,2729,1397,1101,227,1618,-1,727,284,undefined,302,258,1822,622,201,1595,436,825,865,336,294,-1,262,2109,551,279,394,217,739,426,-1,637,875,1595,499,3388
03/05/2019,16,3417,2392,2735,3342,2864,3347,517,534,3152,551,92,428,-1,1237,2127,1553,771,1117,1084,500,1093,4100,944,3812,1902,1039,314,1778,-1,844,327,undefined,463,316,2630,639,202,2213,599,853,794,465,280,-1,232,2297,516,238,447,228,844,502,-1,656,1807,2213,488,3583
03/05/2019,17,4344,2580,3393,3874,3890,4898,673,733,3913,814,180,659,-1,1861,2640,1708,1235,1465,1436,753,1467,4837,1422,4929,1929,945,236,2566,-1,1238,368,undefined,613,417,3632,922,255,2819,693,961,869,666,372,-1,317,2701,388,203,596,271,1011,721,-1,887,2544,2819,324,4552
03/05/2019,18,3589,2050,3694,3596,3529,3405,756,502,1708,465,105,851,-1,1108,2454,1142,707,694,1663,1068,1574,4083,738,3397,1417,923,246,2326,-1,1374,518,undefined,342,258,2915,771,260,2115,502,778,565,466,246,-1,256,2158,359,209,700,201,905,515,-1,749,3378,2115,69,4047
03/05/2019,19,2799,1358,3206,2594,2153,2032,712,303,750,230,122,890,-1,695,1975,737,385,277,1765,1262,1404,3070,416,2336,1101,735,190,1213,-1,1348,639,undefined,177,198,2209,429,341,1622,219,658,355,356,194,-1,118,1592,251,126,672,178,781,320,-1,576,4989,1622,54,2975
03/05/2019,20,1995,915,2847,2125,1863,1736,188,162,361,112,68,323,-1,606,1699,579,281,169,1545,1131,1298,2538,265,1187,625,602,151,701,-1,1367,676,undefined,116,130,1735,348,302,718,151,237,256,274,179,-1,100,1246,248,117,544,142,745,249,-1,449,389,718,48,2494
03/05/2019,21,1053,546,2413,1538,1206,1451,123,152,222,92,27,157,-1,474,1304,370,205,108,1174,832,1042,1947,237,1130,525,528,128,443,-1,997,583,undefined,89,85,1108,350,338,573,135,224,205,146,93,-1,82,994,149,110,425,98,633,252,-1,371,458,573,31,1954
03/05/2019,22,831,433,2029,1303,1454,1314,1508,332,327,260,54,742,-1,538,1043,319,234,170,1117,863,1092,1864,314,1776,409,454,105,539,-1,976,528,undefined,143,229,1322,450,194,1601,130,501,139,146,58,-1,66,697,146,162,351,137,513,160,-1,294,4009,1601,39,1914
03/05/2019,23,533,310,1722,1025,1054,1116,71,68,115,81,35,215,-1,476,584,289,151,107,805,550,853,1545,204,784,266,284,84,414,-1,773,371,undefined,74,148,888,428,106,735,90,117,55,93,46,-1,39,583,121,125,142,102,442,103,-1,198,655,735,25,1377
04/05/2019,0,316,190,1095,712,481,793,45,44,43,38,19,74,-1,349,310,151,63,50,415,340,745,1078,76,318,200,239,45,157,-1,644,196,undefined,32,46,570,219,45,331,60,81,56,38,28,-1,22,369,70,94,51,47,379,102,-1,129,61,331,8,896
04/05/2019,1,192,120,633,440,347,409,12,24,31,11,10,41,-1,210,198,80,22,22,251,230,532,618,53,215,200,145,17,71,-1,509,93,undefined,39,33,339,176,22,197,50,55,25,28,24,-1,15,285,25,67,30,36,263,43,-1,73,23,197,18,596
04/05/2019,2,102,86,372,271,202,322,21,11,22,13,9,24,-1,188,188,34,26,7,195,176,381,496,43,89,57,123,21,69,-1,314,45,undefined,13,18,162,139,15,91,17,29,35,8,4,-1,4,175,40,61,11,7,130,32,-1,35,25,91,3,415
04/05/2019,3,71,99,314,174,129,139,22,5,10,3,4,9,-1,89,112,40,11,12,195,193,380,358,27,68,40,73,10,67,-1,278,19,undefined,1,11,53,154,5,51,5,10,21,10,10,-1,5,156,14,58,13,16,75,14,-1,15,37,51,2,260
04/05/2019,4,65,48,169,114,68,143,7,1,12,11,6,10,-1,108,52,53,9,4,67,95,182,281,12,68,39,93,14,38,-1,169,27,undefined,7,9,56,88,7,37,8,6,9,1,-1,-1,1,100,18,36,13,15,23,15,-1,13,13,37,5,170
04/05/2019,5,37,53,122,86,112,123,11,16,24,2,-1,5,-1,70,47,29,23,15,49,69,145,216,19,128,36,75,14,50,-1,80,9,undefined,9,7,65,23,13,46,15,17,10,37,25,-1,7,108,24,54,8,5,8,2,-1,21,20,46,-1,139
04/05/2019,6,49,59,106,125,313,225,47,34,47,9,10,28,-1,109,48,57,52,15,25,45,68,283,40,340,64,122,23,80,-1,87,37,undefined,25,21,198,40,10,119,31,40,37,338,234,-1,5,82,56,39,14,21,23,13,-1,24,54,119,3,231
04/05/2019,7,112,99,172,200,374,362,92,64,90,32,22,66,-1,139,71,107,89,59,49,50,93,400,65,517,145,281,59,184,-1,104,48,undefined,43,28,339,78,21,194,37,63,42,112,70,-1,10,174,128,86,38,47,37,29,-1,44,109,194,17,279
04/05/2019,8,335,223,273,361,602,613,135,96,163,56,39,119,-1,238,177,254,174,74,80,67,123,897,160,789,248,488,167,444,-1,114,86,undefined,60,56,504,151,73,377,127,171,77,126,106,-1,72,349,280,149,89,100,179,54,-1,120,192,377,56,734
04/05/2019,9,833,618,522,921,911,920,183,192,241,81,60,186,-1,370,336,476,206,137,200,141,245,1458,261,1135,544,851,241,683,-1,256,112,undefined,118,88,829,213,106,579,308,180,125,167,69,-1,63,690,371,264,247,163,314,89,-1,240,183,579,120,1206
04/05/2019,10,1613,1299,755,1515,1518,1140,245,221,164,91,51,252,-1,393,577,836,224,128,382,222,455,1830,246,1240,818,1165,382,1068,-1,321,236,undefined,99,100,1078,228,146,924,160,312,144,138,73,-1,110,1017,615,394,348,180,433,99,-1,377,158,924,134,1795
04/05/2019,11,2397,1954,1260,2301,1935,1389,390,241,176,72,53,287,-1,512,840,1103,314,214,655,434,625,2308,249,1316,1047,1589,423,1180,-1,498,250,undefined,129,101,1423,227,226,946,181,385,196,167,166,-1,94,1426,777,512,528,276,516,127,-1,500,165,946,179,2523
04/05/2019,12,2971,2335,1933,2936,2423,1512,1046,225,178,84,42,266,-1,535,1096,1232,331,213,1138,639,853,2557,335,1470,1141,1808,431,1727,-1,675,386,undefined,108,149,1605,243,385,893,178,465,289,118,106,-1,158,1699,909,580,592,299,630,150,-1,562,255,893,246,3183
04/05/2019,13,3265,2430,2205,3111,2403,1534,1392,207,172,60,24,207,-1,584,1446,1371,341,230,1320,822,1025,2717,255,1278,1117,1704,415,1800,-1,901,341,undefined,174,154,1389,255,324,823,133,694,247,118,95,-1,168,1725,739,534,632,301,801,162,-1,683,308,823,231,3435
04/05/2019,14,3696,2719,2464,3110,2339,1737,427,259,203,70,123,370,-1,682,1683,1465,329,179,1347,737,1084,2944,256,1437,1557,1565,435,1711,-1,864,392,undefined,117,134,1759,283,312,802,141,504,195,210,119,-1,194,1895,775,436,576,263,691,215,-1,588,358,802,311,3180
04/05/2019,15,3779,2769,2468,3057,2833,1840,461,281,203,82,57,305,-1,672,1684,1420,314,223,1244,785,1082,2974,270,1464,1708,1265,299,1878,-1,827,423,undefined,108,126,1902,287,264,831,194,435,244,210,117,-1,158,2010,674,319,624,285,758,212,-1,590,367,831,277,3272
04/05/2019,16,3554,2592,2443,3094,2921,1936,2323,336,169,117,79,312,-1,777,1780,1278,376,217,1213,630,1168,2982,391,1543,1763,816,216,1680,-1,901,404,undefined,156,200,2156,268,234,980,125,480,313,286,170,-1,156,1855,383,210,620,192,677,208,-1,522,827,980,234,3262
04/05/2019,17,3355,1938,2826,2861,3012,2084,964,270,247,202,116,583,-1,702,1788,908,416,147,1527,942,1251,3124,368,1614,1625,725,221,1636,-1,1122,577,undefined,156,134,2376,240,272,1450,188,445,271,275,199,-1,146,1823,303,151,647,167,727,267,-1,520,1801,1450,160,3181
04/05/2019,18,2428,1322,2808,2227,2350,1884,432,295,324,176,58,1037,-1,619,1658,639,411,152,1604,1232,1352,2671,316,1914,1379,692,174,1210,-1,1243,705,undefined,116,146,1975,248,354,1542,226,404,233,264,142,-1,143,1444,236,162,709,159,677,265,-1,557,6073,1542,29,2654
04/05/2019,19,1658,755,2897,2000,2302,1565,56,183,196,133,55,491,-1,554,1652,478,300,73,1665,1097,1364,2277,240,1163,796,636,131,1453,-1,1213,767,undefined,80,130,2048,215,426,870,163,282,201,179,84,-1,83,1338,201,96,698,173,639,245,-1,494,2890,870,33,2346
04/05/2019,20,958,544,2577,1726,1488,1324,136,87,97,68,80,271,-1,411,1278,410,290,91,1320,973,1086,2015,274,801,466,596,110,593,-1,1079,986,undefined,88,113,1634,201,516,517,114,204,125,126,72,-1,66,1070,148,122,655,120,431,187,-1,464,442,517,31,1884
