Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Flinders La-Swanston St (West),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street
22/02/2019,20,2315,1149,-1,2280,1151,2243,-1,233,349,135,-1,630,-1,726,1525,567,351,178,1563,1309,1410,2410,237,1335,1218,663,205,1225,1364,1135,800,undefined,139,163,2925,396,396,932,188,252,169,78,66,-1,-1,68,1434,311,214,720,192,727,155,-1,487,2045,932,1071
22/02/2019,21,1407,682,-1,2171,977,1965,-1,207,231,127,-1,481,-1,719,1321,470,243,115,1291,1091,1371,2560,316,1281,1019,645,144,1110,1106,1052,838,undefined,124,118,2383,428,372,879,122,247,108,28,42,-1,-1,45,1316,200,157,570,142,721,156,-1,497,2593,879,1046
22/02/2019,22,736,368,-1,1780,934,1860,-1,148,190,159,-1,571,-1,652,973,413,256,171,1155,907,1116,1865,295,1306,737,402,132,2412,1794,1055,704,undefined,121,230,2280,551,261,1056,114,394,83,12,27,-1,-1,28,784,166,107,400,110,597,110,-1,303,4572,1056,720
22/02/2019,23,480,401,-1,1387,834,1305,-1,87,117,73,-1,201,-1,589,604,271,186,121,771,790,1041,1577,219,804,398,349,73,371,885,925,422,undefined,118,271,1653,598,128,612,107,157,68,9,10,-1,-1,27,724,116,141,176,83,490,84,-1,246,459,612,432
23/02/2019,0,285,253,-1,1009,422,835,-1,47,40,31,-1,55,-1,422,311,215,70,63,518,440,843,958,77,439,162,229,71,154,250,731,227,undefined,29,33,575,451,63,319,45,55,47,4,6,-1,-1,12,464,84,136,69,57,408,35,-1,166,94,319,256
23/02/2019,1,206,134,-1,498,152,433,-1,20,22,11,-1,25,-1,182,160,83,57,24,385,259,624,732,129,168,155,172,39,65,109,464,102,undefined,30,27,286,418,27,121,32,28,43,-1,1,-1,-1,8,277,53,84,23,35,228,12,-1,97,54,121,211
23/02/2019,2,131,133,-1,294,81,315,-1,7,24,14,-1,18,-1,153,141,58,25,12,250,202,430,461,47,91,89,110,13,61,54,321,34,undefined,15,28,161,400,20,146,13,28,11,9,12,-1,-1,2,176,33,55,7,16,154,26,-1,68,30,146,194
23/02/2019,3,102,59,-1,215,41,260,-1,6,15,14,-1,13,-1,101,108,30,20,7,219,211,381,387,21,117,40,94,13,61,73,230,26,undefined,16,9,123,196,16,49,6,16,18,1,-1,-1,-1,1,194,22,51,5,19,103,11,-1,53,58,49,192
23/02/2019,4,50,42,-1,112,41,125,-1,10,19,5,-1,13,-1,87,47,29,19,12,71,125,295,203,36,77,60,78,6,31,39,134,17,undefined,6,12,47,100,7,28,11,5,23,6,5,-1,-1,8,107,11,25,13,20,59,10,-1,18,14,28,106
23/02/2019,5,33,12,-1,86,57,136,-1,22,19,7,-1,5,-1,84,39,31,53,7,35,61,169,208,52,115,56,80,26,42,39,89,10,undefined,14,23,85,17,10,49,11,18,19,1,1,-1,-1,2,111,24,29,1,14,27,6,-1,20,19,49,82
23/02/2019,6,63,33,-1,141,44,270,-1,43,52,19,-1,42,-1,113,41,61,45,31,75,26,101,298,48,271,103,127,34,65,92,74,27,undefined,37,69,217,39,9,133,49,29,26,7,8,-1,-1,6,91,65,53,21,19,26,11,-1,36,41,133,128
23/02/2019,7,114,115,-1,248,116,389,-1,104,49,33,-1,106,-1,174,103,184,99,29,108,92,90,508,74,592,228,281,63,105,151,64,54,undefined,65,99,595,45,22,229,57,46,29,18,15,-1,-1,8,225,123,90,51,65,50,30,-1,80,69,229,92
23/02/2019,8,305,243,-1,472,128,584,-1,161,109,50,-1,145,-1,219,210,5,122,80,122,82,105,960,126,898,453,470,133,314,400,82,85,undefined,133,126,746,141,57,344,101,155,90,27,33,-1,-1,55,336,240,157,82,115,128,44,-1,148,171,344,345
23/02/2019,9,790,623,-1,951,237,1004,-1,179,152,79,-1,285,-1,433,296,2,164,96,214,167,265,1647,190,1293,623,751,205,625,678,89,105,undefined,101,135,1312,176,101,544,157,157,162,88,77,-1,-1,47,837,415,283,240,144,382,93,-1,275,174,544,388
23/02/2019,10,1649,1405,-1,1764,419,1241,-1,335,166,106,-1,361,-1,461,589,800,228,140,442,307,471,1928,294,1475,978,1285,357,840,1036,120,231,undefined,126,140,1756,187,170,815,158,304,321,108,80,-1,-1,97,1245,665,461,427,231,470,149,-1,491,359,815,461
23/02/2019,11,2662,2134,-1,2408,679,1677,-1,259,176,102,-1,432,-1,608,933,255,270,150,753,510,767,2501,319,1422,1255,1473,477,1230,1623,164,201,undefined,129,190,2031,263,157,861,186,398,436,104,80,-1,-1,76,1726,919,560,455,313,636,165,-1,583,334,861,634
23/02/2019,12,3262,2393,-1,2943,893,1973,-1,269,167,83,-1,444,-1,724,1432,189,321,173,1246,734,977,3086,256,1774,1459,1773,510,1926,2042,171,287,undefined,149,193,2571,320,250,777,225,422,341,139,81,-1,-1,75,2087,909,613,528,286,774,171,-1,661,328,777,974
23/02/2019,13,3604,2724,-1,3411,1035,2056,-1,308,160,91,-1,433,-1,754,1782,236,329,163,1495,784,1190,3534,108,1649,1578,1976,452,2771,2399,288,286,undefined,179,218,2778,325,264,950,159,262,273,169,106,-1,-1,131,2457,942,627,605,385,907,233,-1,923,345,950,706
23/02/2019,14,3686,2944,-1,3679,1126,2383,-1,316,199,107,-1,477,-1,899,1907,1272,320,198,1494,793,1328,3630,213,1823,1712,1923,401,1936,2317,428,396,undefined,158,228,2650,295,291,933,168,327,291,200,106,-1,-1,86,2580,869,509,624,358,836,240,-1,741,313,933,722
23/02/2019,15,3961,2954,-1,3756,1268,2349,-1,303,214,130,-1,470,-1,822,2075,1646,361,211,1393,677,1343,3543,319,1763,1987,1315,402,2076,2482,471,526,undefined,162,243,2760,313,233,926,169,306,226,195,148,-1,-1,94,2506,727,401,750,284,835,271,-1,720,436,926,802
23/02/2019,16,3902,2899,-1,3564,1394,2563,-1,348,212,91,-1,562,-1,846,2204,1288,292,165,1331,657,1267,3688,312,1592,1809,964,297,2858,2374,490,452,undefined,152,213,2911,327,199,956,220,685,163,139,116,-1,-1,81,2269,501,250,609,210,826,230,-1,646,585,956,792
23/02/2019,17,3431,2238,-1,3171,1600,2678,-1,338,202,156,-1,688,-1,952,2192,1100,454,189,1503,713,1335,3424,356,1595,2042,927,253,1952,2332,587,524,undefined,184,232,3042,272,218,1044,227,376,189,120,126,-1,-1,89,1979,356,279,637,188,889,218,-1,812,1144,1044,854
23/02/2019,18,2871,1613,-1,2777,1786,2350,-1,303,269,142,-1,1330,-1,715,1993,655,388,154,1542,941,1525,2764,284,1701,1631,744,271,1911,1988,755,628,undefined,167,231,3243,274,309,1246,235,539,134,62,61,-1,-1,100,1707,388,154,731,197,793,191,-1,732,3071,1246,808
23/02/2019,19,2289,1071,-1,2437,1575,2220,-1,310,220,224,-1,1524,-1,773,1945,600,358,104,1807,1137,1647,2804,290,1444,1046,640,229,2457,1876,891,818,undefined,184,224,3606,252,460,1145,204,228,143,34,73,-1,-1,85,1769,291,207,865,193,907,236,-1,754,6124,1145,780
23/02/2019,20,1468,737,-1,2144,1392,1829,-1,176,138,108,-1,957,-1,677,1850,456,341,124,1715,1311,1695,2515,201,1057,1199,683,165,650,1228,1145,1022,undefined,141,159,3175,301,693,573,146,204,124,17,60,-1,-1,63,1333,258,191,796,205,719,158,-1,641,861,573,1067
23/02/2019,21,1125,514,-1,1875,1016,1731,-1,173,106,137,-1,807,-1,786,1415,535,219,132,1438,1114,1422,2258,241,867,852,557,147,792,1119,1101,1054,undefined,102,143,2788,332,560,594,132,644,95,28,45,-1,-1,58,1163,217,146,569,217,765,184,-1,512,2373,594,1057
23/02/2019,22,1125,498,-1,1607,1009,1860,-1,253,212,242,-1,1229,-1,738,1192,373,206,138,1315,1091,1497,2146,400,1556,1196,485,108,2143,1717,992,1122,undefined,149,168,2981,454,447,1322,158,335,74,15,26,-1,-1,25,1022,168,129,494,145,834,118,-1,570,2778,1322,855
23/02/2019,23,681,334,-1,1511,884,1505,-1,105,66,77,-1,343,-1,724,886,336,169,105,1072,1362,1533,2044,254,1003,813,461,103,493,762,868,722,undefined,111,112,1891,501,226,599,102,276,54,18,23,-1,-1,25,813,135,169,207,117,813,95,-1,458,370,599,568
24/02/2019,0,437,257,-1,876,583,1048,-1,45,44,54,-1,179,-1,550,450,284,57,56,699,1015,1142,1339,211,526,391,271,56,271,342,335,436,undefined,63,70,1108,424,89,411,84,143,26,11,16,-1,-1,31,553,89,121,76,44,583,55,-1,244,125,411,336
24/02/2019,1,262,216,-1,682,201,556,-1,20,33,35,-1,54,-1,310,276,190,52,39,415,602,1074,829,110,313,174,172,32,160,210,259,191,undefined,33,52,469,267,47,260,49,78,25,9,13,-1,-1,4,243,30,106,29,48,413,42,-1,108,51,260,191
24/02/2019,2,200,120,-1,357,144,314,-1,8,45,7,-1,26,-1,213,158,85,21,22,275,249,636,742,109,172,98,128,31,58,103,176,114,undefined,12,25,305,281,23,137,34,70,6,4,4,-1,-1,12,210,44,62,14,30,239,15,-1,53,30,137,178
24/02/2019,3,112,102,-1,294,124,237,-1,3,32,21,-1,28,-1,136,105,67,10,14,153,230,544,612,84,160,62,102,16,52,93,110,21,undefined,5,11,194,220,13,98,13,17,4,2,2,-1,-1,1,216,19,52,8,22,270,11,-1,63,37,98,121
24/02/2019,4,58,37,-1,125,55,212,-1,8,23,2,-1,13,-1,193,90,40,16,12,101,119,293,392,46,102,45,81,6,42,63,57,31,undefined,18,24,104,49,11,50,6,19,11,4,2,-1,-1,1,96,13,47,18,31,83,22,-1,43,12,50,143
24/02/2019,5,63,42,-1,132,30,124,-1,7,20,7,-1,11,-1,84,49,23,32,10,40,109,237,279,32,107,25,63,13,75,47,115,19,undefined,14,17,104,32,13,71,12,11,1,-1,-1,-1,-1,1,100,25,32,5,12,74,8,-1,16,28,71,87
24/02/2019,6,59,34,-1,142,56,218,-1,27,37,10,-1,32,-1,153,61,44,23,14,30,36,174,337,50,197,84,84,15,156,97,58,9,undefined,30,21,188,22,4,68,8,7,8,3,4,-1,-1,5,103,31,32,17,13,39,17,-1,22,41,68,53
24/02/2019,7,96,74,-1,192,62,254,-1,89,84,22,-1,88,-1,143,98,81,74,25,49,40,91,477,68,453,178,200,32,238,150,31,32,undefined,44,36,396,53,8,189,28,32,18,9,9,-1,-1,8,240,95,62,34,68,46,15,-1,64,52,189,48
24/02/2019,8,192,183,-1,365,158,570,-1,160,110,46,-1,200,-1,262,146,162,137,41,108,72,129,891,121,737,420,346,81,374,333,34,66,undefined,61,85,845,69,29,308,76,44,39,40,32,-1,-1,8,274,190,107,70,54,128,60,-1,144,112,308,137
24/02/2019,9,682,447,-1,757,360,802,-1,187,103,92,-1,329,-1,364,259,379,155,116,150,173,289,1365,236,1038,720,798,182,864,734,41,99,undefined,75,129,1229,138,83,504,147,122,151,72,49,-1,-1,47,671,384,325,144,128,264,70,-1,253,160,504,223
24/02/2019,10,1476,1278,-1,1434,467,1436,-1,269,133,103,-1,474,-1,502,622,700,242,125,408,318,483,2006,331,1318,1044,1098,292,1284,1182,131,210,undefined,134,167,1867,184,175,682,129,196,279,122,90,-1,-1,52,1140,602,375,350,285,407,121,-1,396,331,682,398
24/02/2019,11,2328,1869,-1,2117,926,1643,-1,302,155,108,-1,576,-1,565,840,972,250,116,844,483,697,2486,269,1390,1199,1514,393,1873,1873,154,301,undefined,118,196,2179,224,184,804,176,166,240,132,87,-1,-1,66,1543,856,572,441,339,635,154,-1,558,273,804,481
24/02/2019,12,3014,2291,-1,2880,1209,2023,-1,254,173,90,-1,498,-1,644,1352,1297,289,115,1350,649,1079,3046,294,1519,1329,1731,466,2053,2258,274,295,undefined,151,286,2404,351,237,882,176,197,225,134,76,-1,-1,64,1901,995,615,534,350,631,99,-1,661,300,882,742
24/02/2019,13,3476,2532,-1,3521,1277,2100,-1,292,132,78,-1,555,-1,582,1724,1417,267,156,1646,796,1238,3301,343,1615,1489,1827,441,2317,2547,426,377,undefined,161,274,2601,326,273,956,149,231,330,167,79,-1,-1,94,2080,853,578,584,397,823,165,-1,778,313,956,571
24/02/2019,14,3891,2583,-1,3875,1394,2252,-1,299,150,81,-1,574,-1,682,1732,1332,233,168,1679,830,1285,3395,292,1485,1490,1703,371,2867,2793,579,533,undefined,211,356,2918,266,225,974,160,203,254,231,170,-1,-1,71,1965,728,383,640,447,800,239,-1,692,280,974,553
24/02/2019,15,3829,2497,-1,3767,1287,2417,-1,245,168,75,-1,512,-1,710,1912,1374,382,154,1650,555,1232,3491,304,1689,1370,1439,311,2416,2725,518,604,undefined,201,382,2801,250,225,889,139,223,186,163,117,-1,-1,55,1925,746,298,656,362,738,208,-1,759,288,889,947
24/02/2019,16,3550,2036,-1,3622,1398,2297,-1,241,161,69,-1,353,-1,748,1865,1230,275,172,1490,670,1350,3634,286,1906,1260,974,240,2800,2646,536,629,undefined,202,474,2894,215,162,922,180,192,146,111,72,-1,-1,70,1702,655,260,552,320,771,231,-1,363,230,922,803
24/02/2019,17,2950,1585,-1,2789,1147,2192,-1,201,191,95,-1,501,-1,772,1717,829,281,185,1256,621,1131,3325,302,1531,1002,734,205,2204,2166,458,560,undefined,194,417,2752,230,155,847,192,221,182,79,79,-1,-1,82,1774,305,124,466,217,777,185,-1,639,230,847,742
24/02/2019,18,2315,1113,-1,2274,1088,1857,-1,220,171,49,-1,538,-1,800,1643,624,294,148,1437,604,1132,2354,221,1329,844,747,182,953,1609,515,670,undefined,258,376,2471,192,195,717,181,163,197,39,89,-1,-1,89,1368,252,143,579,247,640,136,-1,592,326,717,838
24/02/2019,19,1603,677,-1,1728,1005,1451,-1,139,105,63,-1,571,-1,598,1629,318,232,77,1323,738,1039,2288,183,905,578,660,159,783,1302,487,734,undefined,300,250,2498,156,253,556,144,220,196,24,72,-1,-1,47,1420,210,134,535,233,535,166,-1,575,245,556,694
24/02/2019,20,961,471,-1,1372,909,1340,-1,150,89,81,-1,702,-1,513,1325,309,207,51,1102,564,868,2020,205,787,559,540,110,1665,2080,378,722,undefined,115,128,2064,160,296,480,85,103,123,19,52,-1,-1,36,911,174,107,481,148,497,143,-1,419,242,480,916
24/02/2019,21,680,326,-1,1118,701,1309,-1,104,87,56,-1,480,-1,480,1062,272,138,73,844,566,783,1896,168,722,362,453,86,1383,1878,249,576,undefined,74,98,1689,93,326,415,43,88,69,13,31,-1,-1,28,728,137,115,246,148,377,114,-1,340,178,415,757
24/02/2019,22,369,181,-1,1016,682,1175,-1,65,73,47,-1,286,-1,511,629,184,272,78,609,363,767,1890,141,548,278,350,65,2076,3384,213,369,undefined,513,1353,1655,95,148,345,87,119,53,6,20,-1,-1,32,529,89,115,212,107,254,80,-1,271,121,345,609
24/02/2019,23,351,265,-1,1338,775,1041,-1,50,127,32,-1,185,-1,556,362,453,544,176,483,287,881,1988,294,951,285,372,68,1016,2357,240,205,undefined,587,1347,2717,173,50,390,62,221,43,19,22,-1,-1,18,644,96,116,55,87,236,54,-1,169,168,390,444
25/02/2019,0,148,98,-1,343,250,385,-1,28,34,14,-1,79,-1,148,151,78,44,44,239,141,579,610,92,313,95,198,30,204,387,198,76,undefined,52,97,403,32,17,150,14,51,34,15,10,-1,-1,14,237,52,105,21,88,98,57,-1,78,88,150,273
25/02/2019,1,64,57,-1,125,63,173,-1,11,24,29,-1,39,-1,46,95,60,16,11,140,65,298,369,61,107,58,128,16,41,105,180,52,undefined,18,34,225,22,7,93,10,29,14,4,5,-1,-1,2,120,23,88,8,54,60,17,-1,44,30,93,108
25/02/2019,2,41,20,-1,55,32,95,-1,9,12,4,-1,18,-1,47,45,16,11,7,82,46,138,176,33,54,63,114,4,22,43,136,12,undefined,3,8,61,9,2,69,6,10,5,1,2,-1,-1,3,79,11,54,10,28,72,3,-1,18,27,69,131
25/02/2019,3,49,20,-1,50,21,60,-1,5,14,2,-1,8,-1,35,43,22,10,5,41,33,107,127,82,53,25,81,11,55,44,82,2,undefined,14,10,55,26,6,34,16,41,3,1,-1,-1,-1,1,84,17,25,3,33,16,3,-1,12,7,34,59
25/02/2019,4,13,7,-1,50,24,79,-1,5,9,2,-1,14,-1,56,34,14,10,12,24,24,59,61,23,44,65,38,7,61,38,50,20,undefined,10,18,46,8,22,29,10,7,10,2,1,-1,-1,-1,55,7,15,20,11,6,11,-1,13,13,29,104
25/02/2019,5,67,28,-1,76,27,217,-1,47,96,25,-1,29,-1,119,37,26,69,30,23,32,53,200,43,227,83,53,14,103,77,86,15,undefined,28,12,125,21,5,74,32,20,10,5,7,-1,-1,2,89,20,24,8,22,28,9,-1,11,86,74,71
25/02/2019,6,127,99,-1,192,78,647,-1,156,567,99,-1,107,-1,269,87,88,227,168,43,25,85,715,234,870,289,95,21,295,283,67,42,undefined,84,63,521,82,12,344,83,73,35,38,26,-1,-1,21,194,33,33,28,35,53,19,-1,40,535,344,252
25/02/2019,7,411,246,-1,519,176,1649,-1,436,2271,323,-1,222,-1,674,321,403,798,783,86,104,209,1526,702,2334,720,212,83,814,888,117,66,undefined,278,141,1362,231,53,1093,331,238,165,128,84,-1,-1,90,516,116,63,87,72,217,140,-1,135,1985,1093,488
25/02/2019,8,919,619,-1,997,327,4047,-1,657,4466,633,-1,437,-1,1507,676,849,2211,1861,197,219,388,3222,1615,4856,1090,512,168,1594,1561,399,131,undefined,600,303,2742,727,114,2346,733,819,384,310,155,-1,-1,202,1400,273,94,163,167,706,190,-1,379,4768,2346,1342
25/02/2019,9,1071,817,-1,1238,307,2238,-1,368,2992,510,-1,263,-1,791,736,978,1385,1057,172,224,357,2246,1058,3277,598,578,131,1009,988,302,111,undefined,432,241,1693,565,115,1619,770,588,645,446,170,-1,-1,229,1170,277,124,227,128,542,224,-1,444,3224,1619,1168
25/02/2019,10,1563,1571,-1,1669,394,1254,-1,190,1017,292,-1,188,-1,387,839,1067,891,606,361,294,485,2277,759,2177,535,624,143,976,1082,418,201,undefined,239,211,1495,518,175,1190,466,559,715,376,169,-1,-1,118,1207,265,124,315,183,513,259,-1,449,1374,1190,1575
25/02/2019,11,2194,1850,-1,2192,499,1431,-1,221,846,290,-1,233,-1,401,1015,1375,784,440,779,347,661,2548,650,1939,634,726,154,985,1093,549,191,undefined,221,224,1740,468,287,1192,509,485,835,434,166,-1,-1,84,1395,262,133,325,209,750,262,-1,77,1141,1192,2244
25/02/2019,12,3461,2846,-1,3163,819,2232,-1,576,1690,524,-1,348,-1,652,1546,2060,1854,700,1313,533,1377,3581,1177,2704,942,1062,191,1148,1373,1056,326,undefined,346,358,2686,1021,360,1712,1232,897,1066,792,333,-1,-1,236,2196,395,215,431,289,891,397,-1,783,2530,1712,1802
25/02/2019,13,3780,2853,-1,3283,773,2104,-1,441,1437,489,-1,317,-1,598,1938,2144,1816,777,1359,568,1435,3448,1087,2700,866,1010,169,1283,1636,979,419,undefined,415,381,2570,970,338,1743,1184,888,1062,636,245,-1,-1,259,2181,310,243,521,318,946,385,-1,887,1987,1743,1653
25/02/2019,14,3012,2062,-1,2917,631,1740,-1,248,846,308,-1,154,-1,468,1508,1585,935,549,1092,424,994,3052,668,2302,759,650,151,1374,1404,666,304,undefined,272,270,1574,685,254,1254,525,550,912,684,239,-1,-1,145,1692,247,114,414,245,735,389,-1,702,1090,1254,1383
25/02/2019,15,3171,1856,-1,2982,714,1940,-1,209,1416,371,-1,158,-1,568,1678,1392,706,589,1108,354,850,2913,594,2542,832,570,172,1358,1437,618,314,undefined,309,228,1617,558,184,1367,436,544,775,616,302,-1,-1,134,1570,264,83,429,213,629,373,-1,585,1438,1367,1318
25/02/2019,16,2902,1886,-1,2838,767,2871,-1,432,3054,622,-1,203,-1,929,1793,1264,841,1138,1073,310,900,3825,783,4011,1030,733,220,1996,1617,705,316,undefined,405,217,2104,503,147,1927,472,501,590,526,329,-1,-1,171,1847,295,102,413,220,627,398,-1,648,3148,1927,1335
25/02/2019,17,3213,1895,-1,3178,1093,4973,-1,748,4165,905,-1,393,-1,1910,2073,1303,1346,1877,1109,393,1082,5053,1350,5163,1446,853,459,2755,2200,798,401,undefined,574,367,3596,841,199,2659,671,532,518,468,346,-1,-1,230,1899,514,196,528,206,778,399,-1,803,4465,2659,1444
25/02/2019,18,2493,1422,-1,2363,873,2739,-1,441,1814,309,-1,477,-1,990,1848,855,775,866,1154,469,1113,3596,555,2805,1126,784,421,1388,1657,819,403,undefined,231,242,2447,436,180,1389,402,292,289,217,207,-1,-1,127,1593,503,86,625,210,622,207,-1,537,1663,1389,1201
25/02/2019,19,1659,711,-1,1830,656,1809,-1,224,579,71,-1,467,-1,512,1437,502,317,301,1148,660,949,2550,360,1457,479,639,244,892,775,774,438,undefined,127,133,1933,251,175,773,179,222,172,94,80,-1,-1,84,1280,294,120,508,182,547,136,-1,427,607,773,1308
25/02/2019,20,956,456,-1,1296,671,1431,-1,179,318,96,-1,597,-1,493,1219,455,281,168,1036,596,950,2015,188,937,505,588,143,622,586,735,600,undefined,82,113,1943,216,228,615,132,133,179,71,65,-1,-1,78,922,198,137,457,124,439,161,-1,368,343,615,1105
25/02/2019,21,583,285,-1,1038,607,1178,-1,116,138,62,-1,391,-1,452,883,309,165,84,768,498,714,1888,149,801,475,511,121,1228,523,513,459,undefined,92,100,1532,190,197,447,84,132,123,28,82,-1,-1,49,730,169,110,310,108,373,114,-1,285,201,447,906
25/02/2019,22,407,200,-1,665,371,874,-1,92,138,43,-1,293,-1,332,593,186,116,73,462,276,484,1326,98,511,320,291,69,409,236,429,243,undefined,46,67,829,88,130,314,88,67,94,26,63,-1,-1,22,463,99,97,229,121,227,61,-1,174,186,314,569
25/02/2019,23,196,78,-1,312,220,587,-1,26,51,34,-1,127,-1,288,176,51,74,48,202,132,319,943,62,322,165,198,39,418,145,256,114,undefined,48,39,441,57,54,198,61,31,87,23,67,-1,-1,21,289,55,75,89,69,138,47,-1,80,96,198,276
26/02/2019,0,135,43,-1,141,123,245,-1,18,34,38,-1,44,-1,93,85,39,39,12,101,90,185,318,52,139,84,147,20,45,44,182,57,undefined,17,11,158,27,23,150,16,17,25,12,14,-1,-1,13,135,25,95,12,44,69,45,-1,34,57,150,196
26/02/2019,1,89,35,-1,41,33,63,-1,9,17,33,-1,14,-1,23,77,23,15,10,55,33,142,156,15,47,52,94,5,27,28,123,25,undefined,9,15,92,11,17,80,10,22,20,-1,-1,-1,-1,1,86,10,54,18,34,41,19,-1,23,69,80,89
26/02/2019,2,43,19,-1,48,20,40,-1,7,4,3,-1,9,-1,20,13,16,14,11,41,39,62,123,11,25,33,69,11,25,23,73,24,undefined,4,1,42,5,14,44,7,2,6,6,-1,-1,-1,2,30,9,46,11,31,48,1,-1,4,18,44,48
26/02/2019,3,20,13,-1,28,3,51,-1,1,2,2,-1,7,-1,15,28,17,9,1,24,54,47,88,10,24,26,49,1,28,14,40,5,undefined,3,3,27,8,3,15,8,4,9,1,-1,-1,-1,3,45,7,36,4,6,14,3,-1,20,9,15,45
26/02/2019,4,21,11,-1,29,9,69,-1,2,4,4,-1,7,-1,51,18,10,6,3,11,12,57,79,5,23,6,30,3,76,26,25,17,undefined,3,9,53,5,14,27,18,6,20,-1,1,-1,-1,2,29,12,6,15,20,9,8,-1,13,11,27,31
26/02/2019,5,32,23,-1,104,30,266,-1,68,129,22,-1,32,-1,123,30,48,76,45,16,39,44,215,58,312,85,82,17,153,76,26,19,undefined,16,42,220,24,12,113,31,15,16,13,8,-1,-1,5,86,14,28,4,17,18,8,-1,13,110,113,98
26/02/2019,6,125,78,-1,278,72,1040,-1,176,505,102,-1,105,-1,312,103,227,208,160,50,23,115,973,268,1071,350,138,41,365,323,78,31,undefined,95,66,1059,96,22,377,96,104,40,32,22,-1,-1,16,277,77,46,22,46,64,28,-1,61,448,377,425
26/02/2019,7,440,283,-1,626,169,1921,-1,495,2091,367,-1,248,-1,753,356,474,809,698,102,98,236,1820,850,2537,743,302,101,835,867,141,88,undefined,329,214,1660,289,72,1234,420,341,136,129,57,-1,-1,81,584,186,93,116,65,203,92,-1,169,2040,1234,433
26/02/2019,8,1042,661,369,1064,366,4476,-1,717,4496,636,-1,438,-1,1537,818,925,2323,1955,172,178,383,3186,1681,4791,1368,659,196,1570,1646,397,135,undefined,655,252,3086,780,103,2450,778,905,460,381,170,-1,-1,233,1242,347,144,142,164,811,263,-1,423,4992,2450,1890
26/02/2019,9,984,826,730,1188,284,2252,-1,349,3028,445,-1,286,-1,840,765,954,1445,999,183,145,375,2130,935,3079,592,816,168,928,1027,329,129,undefined,353,135,1978,681,112,1720,798,543,615,347,172,-1,-1,291,1050,354,236,190,174,656,223,-1,451,3333,1720,1175
26/02/2019,10,1297,1079,1024,1622,324,1198,-1,196,945,213,-1,193,-1,430,864,1209,887,621,378,217,497,1684,567,1771,359,1001,234,758,861,353,180,undefined,187,83,1305,541,131,1160,558,558,895,190,141,-1,-1,134,1091,469,252,270,244,398,318,-1,416,1211,1160,1466
26/02/2019,11,1673,1456,1358,2078,501,1370,-1,300,720,163,-1,279,-1,412,1079,1282,823,503,549,514,752,1966,597,1601,608,1237,201,1009,1189,613,229,undefined,338,88,1545,535,190,1066,586,536,1284,632,209,-1,-1,154,1424,577,353,314,241,614,302,-1,572,1049,1066,2066
26/02/2019,12,3036,2762,2083,3099,613,2138,-1,669,1546,371,-1,463,-1,659,1601,2239,1749,686,1117,758,1276,2992,1178,2569,860,1807,305,1356,1520,977,337,undefined,353,176,2768,1139,308,1675,1331,942,1163,717,207,-1,-1,240,2142,828,518,436,439,1006,352,-1,801,2429,1675,2062
26/02/2019,13,3311,3066,2135,3469,648,2227,-1,563,1115,445,-1,462,-1,607,1848,2252,1831,708,1172,788,1344,3285,1177,2703,1013,1777,265,1464,1637,968,378,undefined,415,226,2964,1056,341,1746,1243,817,1360,840,218,-1,-1,287,2386,713,591,406,380,1011,430,-1,896,2047,1746,1870
26/02/2019,14,3043,2290,2209,2976,664,1947,-1,285,1107,284,-1,276,-1,538,1798,1740,891,581,1021,529,941,2837,639,2269,1173,1207,269,1363,1418,755,305,undefined,259,179,1921,720,215,1283,538,481,1024,668,242,-1,-1,184,1776,591,337,407,283,845,451,-1,663,1202,1283,1657
26/02/2019,15,2851,2207,2139,3064,757,2281,-1,232,1546,350,-1,243,-1,771,1962,1466,827,600,884,468,856,3255,649,2736,1057,764,219,1371,1538,672,298,undefined,316,204,1788,583,225,1391,464,472,965,686,304,-1,-1,229,1949,514,168,389,245,797,482,-1,638,1397,1391,1621
