Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
24/10/2019,9,1268,800,749,1186,1370,2329,278,13,2797,515,63,310,-1,741,700,1042,1578,971,151,221,379,2220,937,3060,2323,787,173,1340,348,359,148,undefined,-1,261,1150,535,139,undefined,883,655,541,628,149,849,221,1070,393,242,237,215,526,358,undefined,457,1824,1667,303,-1,955,1251,148
24/10/2019,10,1593,1139,937,1647,1282,1302,141,11,1058,316,58,164,-1,530,775,1162,918,539,363,268,523,2025,661,1803,1936,842,199,994,423,440,214,undefined,-1,213,1050,615,156,undefined,593,692,582,499,151,925,167,1149,329,282,277,194,445,297,undefined,411,814,1141,284,-1,831,954,143
24/10/2019,11,2161,1482,1297,2049,1386,1533,168,20,945,246,52,163,-1,483,985,1456,902,481,520,407,648,2432,627,1733,1848,1226,222,1001,568,546,191,undefined,-1,192,1237,514,161,undefined,594,590,669,691,166,1243,173,1414,429,315,287,220,510,306,undefined,482,601,1205,327,-1,1015,1136,204
24/10/2019,12,3424,2648,2074,2936,1843,2639,210,36,1778,601,89,345,-1,745,1604,2164,1888,717,1062,701,1265,3199,1295,2765,2562,1582,295,1335,591,994,326,undefined,-1,376,2490,1050,287,undefined,1355,1117,767,776,233,2164,382,2126,538,551,430,299,982,419,undefined,907,1645,1751,250,-1,1387,1719,319
24/10/2019,13,3573,2820,1993,3129,1906,2732,237,13,1479,591,76,320,-1,616,1617,2128,1991,670,1034,766,1151,3574,1180,2710,2936,1598,290,1514,579,911,383,undefined,-1,405,2607,1030,298,undefined,1382,1052,1099,892,283,2164,289,2148,508,503,444,285,980,538,undefined,892,1395,1855,163,-1,1294,1718,306
24/10/2019,14,3061,1856,1798,2569,1740,2082,146,-1,1027,367,35,222,-1,543,1392,1712,988,479,797,367,868,2820,666,2213,2374,931,207,1485,523,702,281,undefined,-1,230,1435,702,158,undefined,652,685,699,558,211,1517,197,1461,380,325,358,215,750,415,undefined,720,729,1269,245,-1,1057,1425,276
24/10/2019,15,2955,1743,1973,2597,1873,2491,119,-1,1379,331,25,133,-1,694,1373,1381,797,552,898,428,893,3026,733,2632,2618,759,160,1475,440,652,296,undefined,-1,224,1465,673,170,undefined,532,596,706,408,213,1465,159,1623,303,160,323,229,679,357,undefined,521,884,1399,315,-1,1059,1301,228
24/10/2019,16,3083,1881,2115,2856,2452,3762,279,1,3241,649,53,235,-1,1126,1679,1491,930,1049,845,343,1005,3866,871,3862,3273,718,175,1864,532,717,332,undefined,-1,270,1853,641,133,undefined,545,572,755,238,241,1526,252,1772,245,161,413,200,713,501,undefined,624,1691,2018,422,-1,1129,1761,232
24/10/2019,17,3711,2246,2573,3409,3473,5782,561,-1,4257,568,90,432,-1,1855,2245,1637,1540,1525,1073,681,1223,4311,1319,4957,3542,880,228,2612,808,854,412,undefined,-1,368,3174,909,215,undefined,785,661,891,221,308,2196,282,2166,301,155,523,209,875,728,undefined,806,2595,2661,483,-1,1375,2285,265
24/10/2019,18,3201,1811,2429,2815,3460,3584,431,5,1776,253,106,509,-1,1043,2005,1122,865,709,1114,897,1172,3410,685,2968,2525,790,189,2494,836,955,569,undefined,-1,233,2707,532,269,undefined,456,538,678,161,245,1958,227,1976,249,158,613,178,764,548,undefined,677,905,1535,297,-1,1152,1956,279
24/10/2019,19,2311,1227,2177,1970,2518,2229,236,1,811,144,110,515,-1,635,1706,639,825,331,1029,942,980,2816,395,1529,1465,659,175,2475,678,797,539,undefined,-1,134,2018,305,293,undefined,200,359,390,99,150,1343,158,1462,246,132,528,156,643,357,undefined,472,347,868,197,-1,1129,1637,279
24/10/2019,20,1692,871,2179,1760,1798,1839,155,-1,325,122,142,575,-1,592,1622,532,377,152,1026,847,994,2464,361,1227,1137,708,189,832,463,850,835,undefined,-1,107,1596,259,347,undefined,135,249,321,97,113,1288,135,1392,281,149,525,154,554,327,undefined,408,206,648,41,-1,929,1783,259
24/10/2019,21,1204,528,2069,1428,1607,1677,94,-1,261,82,150,391,-1,624,1193,413,272,116,885,761,888,2220,336,1092,889,558,133,728,347,753,838,undefined,-1,99,1357,215,253,undefined,80,168,264,125,123,1391,98,1197,187,113,449,131,465,238,undefined,338,116,683,22,-1,641,1494,256
24/10/2019,22,491,242,1362,836,2379,1345,71,-1,167,64,58,206,-1,402,834,273,224,126,521,504,702,1649,240,838,701,401,98,1980,410,654,702,undefined,-1,89,1177,154,155,undefined,113,339,210,193,75,779,96,597,140,152,312,98,278,187,undefined,194,90,480,19,-1,513,1152,163
24/10/2019,23,255,144,713,446,759,728,49,-1,78,46,43,137,-1,261,325,159,247,65,285,347,527,1092,142,459,498,224,61,217,80,442,303,undefined,-1,36,413,98,91,undefined,56,56,120,88,53,366,52,373,71,121,94,64,181,129,undefined,126,40,311,29,-1,278,673,102
25/10/2019,0,123,87,344,216,368,367,25,-1,33,4,16,46,-1,160,164,108,102,24,173,151,288,434,147,211,189,173,24,132,60,281,113,undefined,-1,12,221,69,29,undefined,28,39,48,23,7,158,25,245,26,87,26,50,98,54,undefined,62,17,127,12,-1,138,374,90
25/10/2019,1,116,34,198,120,154,131,9,-1,9,9,1,22,-1,17,96,39,14,9,113,69,178,281,27,84,187,177,15,54,32,197,41,undefined,-1,5,69,33,7,undefined,11,14,27,22,13,109,3,131,21,113,10,20,60,46,undefined,33,11,78,3,-1,61,210,56
25/10/2019,2,70,35,149,65,78,76,9,-1,15,1,1,7,-1,27,57,32,15,8,43,81,191,157,30,60,66,72,8,40,20,114,24,undefined,-1,10,56,32,11,undefined,5,17,10,9,7,53,1,91,19,63,9,9,47,20,undefined,22,8,60,1,-1,35,160,42
25/10/2019,3,58,30,107,42,61,60,-1,-1,12,1,2,6,-1,13,28,15,14,1,36,87,110,160,26,43,71,65,4,38,21,63,19,undefined,-1,1,32,24,4,undefined,1,10,5,5,1,40,4,80,4,67,2,21,35,7,undefined,9,8,47,2,-1,21,130,19
25/10/2019,4,9,19,68,62,56,81,6,-1,11,1,-1,3,-1,33,29,26,9,5,25,21,123,125,15,56,54,56,8,43,18,57,20,undefined,-1,3,33,11,4,undefined,3,8,8,6,3,32,3,70,8,29,8,6,13,7,undefined,19,-1,26,1,-1,21,97,14
25/10/2019,5,29,20,66,93,139,247,31,-1,91,24,4,19,-1,109,37,52,100,48,23,33,60,209,70,325,131,85,17,84,38,48,29,undefined,-1,38,144,26,13,undefined,19,23,19,12,5,46,5,75,20,21,11,7,20,8,undefined,19,44,130,2,-1,33,152,17
25/10/2019,6,102,82,187,209,412,1028,136,-1,526,85,32,81,-1,250,90,173,288,172,64,30,75,693,269,1170,421,235,43,394,138,70,79,undefined,-1,64,697,93,19,undefined,118,86,34,27,23,178,16,219,82,57,21,36,69,59,undefined,67,303,407,36,-1,117,322,35
25/10/2019,7,360,233,351,517,1102,1857,283,-1,1955,306,53,181,-1,675,296,452,910,690,56,88,134,1269,718,2271,853,328,109,890,257,169,79,undefined,-1,119,903,263,44,undefined,388,299,165,71,48,455,62,539,169,72,75,70,202,121,undefined,136,1163,1130,92,-1,325,561,42
25/10/2019,8,867,615,695,1156,1933,3809,408,-1,3347,520,72,270,-1,1218,638,856,2049,1584,159,177,340,2523,1324,3939,1333,570,224,1616,340,343,148,undefined,-1,228,1574,600,137,undefined,852,756,399,306,81,863,164,938,303,129,184,123,576,271,undefined,396,2619,2102,282,-1,728,1074,101
25/10/2019,9,940,756,679,1112,1237,2344,231,-1,2169,471,35,177,-1,679,590,920,1481,909,152,179,299,1886,903,2750,831,650,221,968,203,355,133,undefined,-1,200,898,545,115,undefined,778,585,484,441,105,616,209,907,372,113,217,141,512,312,undefined,433,1926,1592,242,-1,776,1025,124
25/10/2019,10,1523,1070,875,1514,1176,1320,168,-1,899,234,22,125,-1,352,641,1155,848,468,228,335,453,1623,553,1671,833,808,179,1053,225,454,218,undefined,-1,169,746,458,135,undefined,526,493,523,463,189,789,158,872,328,141,278,161,403,214,undefined,424,718,1153,257,-1,748,873,184
25/10/2019,11,2082,1492,1226,2049,1328,1409,126,-1,775,271,38,155,-1,436,919,1378,778,429,564,578,660,1836,621,1575,1087,1120,241,1080,356,654,298,undefined,-1,194,1030,479,256,undefined,532,468,721,579,174,1073,193,1383,456,257,329,215,505,324,undefined,548,494,1209,304,-1,891,1027,218
25/10/2019,12,3339,2602,2114,2989,1729,2149,252,-1,1672,536,92,352,-1,635,1513,2187,1505,670,1060,1068,1442,2500,1151,2808,1583,1784,302,1231,523,1241,345,undefined,-1,315,2153,1028,270,undefined,1375,1005,832,608,201,1807,268,1966,592,483,406,387,1073,369,undefined,818,1347,1898,433,-1,1440,1649,238
25/10/2019,13,3582,3071,2222,3417,1896,2501,420,-1,1350,426,81,358,-1,713,1785,2360,1620,642,973,1128,1571,2955,960,2646,1744,1742,288,1491,802,1158,425,undefined,-1,317,2146,1146,336,undefined,1255,929,985,555,203,2351,310,2322,637,545,518,339,1037,436,undefined,938,1053,1747,529,-1,1328,1771,315
25/10/2019,14,3081,2385,1847,2943,1872,2207,148,-1,949,318,64,282,-1,611,1544,1652,1015,525,837,739,1090,2866,646,2244,1695,1241,244,1515,570,769,279,undefined,-1,222,1587,711,221,undefined,642,504,650,296,125,1639,198,1942,481,410,485,282,846,338,undefined,643,696,1402,444,-1,1040,1565,312
25/10/2019,15,2961,2271,2069,2901,2171,2605,217,-1,1378,320,96,240,-1,768,1608,1465,687,567,854,639,941,3140,629,2564,2006,1087,256,1544,548,787,272,undefined,-1,227,1636,622,209,undefined,468,437,757,231,154,1698,182,1956,518,279,396,228,732,445,undefined,641,708,1483,434,-1,1130,1584,237
25/10/2019,16,3431,2509,2343,3276,2626,3743,309,-1,2997,524,96,366,-1,1251,1858,1636,921,1159,852,684,1132,3843,866,3849,2524,974,270,1797,638,893,310,undefined,-1,260,1831,681,230,undefined,544,574,580,186,149,1866,193,2202,426,282,430,218,857,394,undefined,633,1491,2140,400,-1,1182,1968,316
25/10/2019,17,4263,2719,2840,3768,4098,5110,476,1,3509,477,107,436,-1,1817,2380,1711,1184,1489,1170,1020,1387,3955,1090,4667,2873,946,297,2756,763,1203,321,undefined,-1,317,2621,891,279,undefined,645,629,695,249,205,2380,222,2573,431,196,512,265,1032,608,undefined,799,1536,2507,646,-1,1421,2304,312
25/10/2019,18,3619,2049,2986,3300,3573,3282,393,-1,1435,262,107,451,-1,1086,2227,1320,802,638,1343,1348,1527,3300,601,2657,2345,864,250,2561,731,1290,531,undefined,-1,215,2184,583,331,undefined,413,468,480,162,148,1990,194,2065,425,202,708,181,888,417,undefined,692,635,1639,375,-1,1187,2207,342
25/10/2019,19,2889,1516,2669,2461,2798,2361,300,-1,569,136,97,522,-1,678,1827,783,425,272,1367,1558,1417,2784,389,1603,1807,834,215,2866,533,1249,625,undefined,-1,144,1897,386,321,undefined,226,431,292,151,101,1581,109,1702,332,218,694,175,807,301,undefined,669,246,894,249,-1,878,1844,283
25/10/2019,20,2235,1130,2828,2105,1774,2050,177,-1,317,99,57,328,-1,671,1676,612,362,161,1307,1322,1299,2256,247,1199,1359,752,252,714,382,1186,715,undefined,-1,105,1601,361,358,undefined,147,233,217,84,71,1448,123,1507,319,158,682,168,788,247,undefined,558,158,670,9,-1,749,1834,299
25/10/2019,21,1248,635,2668,1722,1942,1804,95,-1,193,118,53,269,-1,561,1491,457,211,127,955,1132,1189,2076,284,1049,1372,586,180,826,275,1246,772,undefined,-1,109,1255,368,376,undefined,150,198,201,81,55,1476,80,1127,262,141,505,167,665,221,undefined,409,117,698,8,-1,623,1518,255
25/10/2019,22,725,352,2011,1256,2735,1564,522,1,215,69,41,215,-1,468,991,360,202,135,717,1000,1122,1846,262,913,726,419,102,2500,457,1243,654,undefined,-1,146,1470,431,243,undefined,127,402,167,165,65,1150,59,720,120,155,390,98,464,152,undefined,340,84,513,9,-1,460,1195,216
25/10/2019,23,441,280,1427,864,1127,1182,127,-1,87,59,28,161,-1,483,695,281,119,96,477,618,812,1681,181,690,596,364,94,435,204,971,434,undefined,-1,81,784,336,120,undefined,93,109,111,61,22,718,48,571,121,111,190,75,474,114,undefined,215,72,490,8,-1,356,965,187
26/10/2019,0,272,194,869,669,603,732,45,-1,37,17,23,62,-1,308,313,118,70,52,261,345,595,752,113,368,473,246,40,136,75,677,295,undefined,-1,55,417,317,54,undefined,33,58,72,24,22,458,19,415,44,94,90,64,285,51,undefined,127,26,322,4,-1,176,543,147
26/10/2019,1,145,107,527,465,277,431,21,-1,33,4,6,21,-1,213,173,99,38,21,157,265,516,648,63,121,286,180,39,71,42,550,140,undefined,-1,18,225,245,17,undefined,22,31,32,11,12,266,10,252,42,74,39,24,245,32,undefined,80,14,176,1,-1,89,347,86
26/10/2019,2,81,90,282,243,161,284,11,-1,22,2,-1,9,-1,172,117,73,28,11,114,153,365,435,46,94,234,123,18,66,48,324,45,undefined,-1,7,107,178,13,undefined,15,10,19,6,10,209,-1,185,29,73,15,34,156,24,undefined,45,12,110,-1,-1,50,193,94
26/10/2019,3,79,88,256,163,99,138,11,-1,12,8,5,6,-1,72,71,22,8,13,96,159,327,244,19,84,81,108,5,69,10,280,11,undefined,-1,10,39,143,8,undefined,12,11,4,3,1,115,4,149,21,81,6,28,151,13,undefined,37,13,86,-1,-1,46,229,92
26/10/2019,4,48,40,149,90,86,96,11,-1,11,4,-1,2,-1,103,47,43,16,7,56,47,238,188,571,52,69,83,14,26,6,235,15,undefined,-1,3,37,96,7,undefined,12,13,5,3,5,49,2,84,14,42,9,22,41,6,undefined,11,4,54,1,-1,26,127,65
26/10/2019,5,37,18,74,77,95,104,13,-1,26,16,-1,4,-1,64,53,35,36,14,17,54,166,226,68,142,56,70,11,47,16,144,7,undefined,-1,24,30,27,4,undefined,9,18,9,1,1,54,5,65,19,17,6,17,42,12,undefined,8,19,47,2,-1,27,100,35
26/10/2019,6,63,37,77,206,108,257,35,-1,44,26,10,39,-1,81,41,97,56,22,19,44,79,316,69,337,162,154,25,100,46,92,20,undefined,-1,29,159,17,8,undefined,28,44,19,9,6,89,4,97,55,63,16,15,19,16,undefined,18,37,125,6,-1,38,135,17
26/10/2019,7,157,130,167,314,258,451,76,-1,91,27,19,78,-1,143,104,151,91,33,53,94,110,514,85,613,259,270,75,154,94,171,71,undefined,-1,41,429,83,29,undefined,57,51,33,23,14,191,17,242,134,88,42,63,54,41,undefined,91,66,301,27,-1,96,255,28
26/10/2019,8,337,271,285,562,457,594,114,-1,107,48,17,85,-1,198,210,335,114,141,88,89,157,948,390,868,512,418,181,372,154,202,72,undefined,-1,54,469,96,60,undefined,123,91,71,78,34,332,34,339,227,147,96,111,249,80,undefined,153,106,401,41,-1,176,373,48
26/10/2019,9,792,571,460,861,776,1006,98,-1,153,85,24,165,-1,337,341,557,154,75,135,187,225,1537,283,1014,1053,741,235,815,226,294,121,undefined,-1,83,764,184,112,undefined,203,117,110,134,100,471,43,665,400,261,227,143,254,75,undefined,263,146,619,123,-1,300,701,109
26/10/2019,10,1469,1117,728,1453,1262,1204,114,2,148,96,53,176,-1,419,455,915,209,27,241,309,358,1692,250,1197,1552,1081,312,1144,437,418,217,undefined,-1,117,944,218,154,undefined,205,134,134,106,71,607,57,984,454,456,381,262,374,111,undefined,441,167,817,150,-1,484,837,178
26/10/2019,11,2033,1639,1099,2141,1579,1530,101,-1,169,110,32,306,-1,528,854,1011,228,168,538,522,629,2190,221,1305,1832,1390,388,1242,496,609,217,undefined,-1,160,1127,210,168,undefined,140,195,166,96,60,858,77,1484,633,520,490,300,538,178,undefined,486,141,866,178,-1,548,1176,227
26/10/2019,12,2369,2157,1620,2738,2032,1520,114,10,132,61,29,212,-1,412,1105,1292,224,162,860,896,839,2162,204,1377,1755,1550,401,1785,473,775,311,undefined,-1,97,1090,210,204,undefined,144,238,208,214,91,1128,99,1614,724,541,538,296,619,190,undefined,625,146,901,210,-1,640,1389,305
26/10/2019,13,2733,2140,1922,2690,1895,1511,128,-1,126,72,33,150,-1,482,1386,1405,246,205,876,991,942,2453,234,1288,2051,1430,403,1716,497,850,276,undefined,-1,107,1271,232,213,undefined,151,395,186,113,78,1249,91,1801,651,432,538,268,785,105,undefined,610,185,758,167,-1,632,1514,310
26/10/2019,14,3173,2397,1992,2848,2013,1924,107,16,158,81,24,186,-1,562,1555,1303,239,188,886,701,1028,2402,281,1299,2451,1294,374,1756,534,890,330,undefined,-1,109,1310,183,173,undefined,140,210,150,132,68,1389,98,1792,713,408,614,271,691,164,undefined,612,175,790,205,-1,665,1513,273
26/10/2019,15,3307,2452,1998,2859,2058,1999,130,7,154,69,53,189,-1,700,1544,1226,272,147,893,705,1037,2858,280,1324,2830,1148,361,1825,709,846,279,undefined,-1,115,1282,212,186,undefined,156,237,106,107,69,1365,60,1878,670,316,530,192,651,123,undefined,588,157,832,307,-1,725,1505,266
26/10/2019,16,3386,2413,1997,2826,2490,1997,234,3,169,61,45,238,-1,685,1655,1266,289,165,897,717,1107,3242,276,1222,2544,780,212,2051,569,857,277,undefined,-1,165,1473,287,231,undefined,114,286,181,254,109,1559,104,1676,414,203,579,199,626,147,undefined,580,142,791,251,-1,708,1517,306
26/10/2019,17,3093,1873,1991,2623,2273,1879,156,-1,165,95,37,254,-1,641,1543,862,254,121,1015,971,1218,2751,338,1371,2545,637,214,1927,474,964,348,undefined,-1,149,1758,225,231,undefined,148,245,223,220,114,1318,106,1643,324,106,607,155,798,199,undefined,439,144,876,221,-1,731,1648,262
26/10/2019,18,2728,1317,2241,2246,2037,1656,76,2,204,117,74,306,-1,605,1525,679,278,97,1206,1149,1169,2362,267,1205,2113,627,148,2003,347,1214,498,undefined,-1,139,1670,231,273,undefined,243,364,201,149,75,1204,89,1500,296,163,596,146,692,234,undefined,503,115,836,262,-1,791,1731,322
26/10/2019,19,2241,831,2467,1985,2139,1587,266,-1,122,112,91,260,-1,540,1667,523,255,74,1299,1424,1320,2177,230,988,1249,711,176,2255,401,1247,568,undefined,-1,130,1808,243,411,undefined,247,285,212,194,74,1337,70,1370,238,164,654,160,713,266,undefined,521,99,661,181,-1,679,1802,298
26/10/2019,20,1078,532,2517,1626,1681,1490,77,-1,103,83,40,250,-1,522,1462,394,235,83,1112,1259,1147,1999,217,760,1238,704,136,1085,307,1053,715,undefined,-1,107,1505,290,336,undefined,139,176,152,125,58,1272,70,1176,177,137,628,155,597,164,undefined,415,60,533,13,-1,515,1638,317
26/10/2019,21,700,406,2078,1449,1570,1352,78,7,94,68,38,196,-1,455,1202,313,193,53,909,1087,1210,1907,252,794,1232,479,132,1074,242,1171,700,undefined,-1,110,1418,420,343,undefined,94,189,110,85,31,1012,84,900,149,160,499,112,538,119,undefined,328,88,477,15,-1,621,1496,291
26/10/2019,22,565,319,1560,1225,2458,1267,43,1,78,59,61,174,-1,374,833,303,141,87,782,1042,1151,1668,179,782,976,329,104,2206,228,1139,553,undefined,-1,92,1250,470,235,undefined,205,335,127,167,44,742,35,759,119,144,381,107,563,157,undefined,290,60,503,13,-1,384,1071,176
26/10/2019,23,326,187,1352,833,912,929,20,7,71,72,33,107,-1,344,488,230,98,60,502,925,770,1108,168,661,618,309,65,648,177,922,423,undefined,-1,60,760,421,107,undefined,95,98,88,123,52,560,31,529,96,89,147,95,570,70,undefined,183,69,377,4,-1,230,775,148
27/10/2019,0,249,173,822,573,558,679,20,3,16,32,3,56,-1,232,318,165,41,35,298,382,682,741,93,343,434,208,40,254,87,727,239,undefined,-1,24,474,375,46,undefined,51,78,55,66,30,390,11,376,44,101,59,53,369,48,undefined,118,44,248,4,-1,126,493,120
27/10/2019,1,156,95,598,399,289,443,9,3,14,10,16,21,-1,182,207,102,30,32,270,255,543,511,86,220,453,199,27,110,20,616,84,undefined,-1,39,214,284,29,undefined,47,45,23,24,11,292,13,310,39,75,17,32,319,45,undefined,71,16,172,2,-1,76,325,82
27/10/2019,2,112,108,338,278,200,286,5,2,23,4,-1,11,-1,139,127,48,14,20,151,164,458,495,53,100,218,126,45,66,30,376,35,undefined,-1,14,108,243,18,undefined,11,21,22,14,8,147,4,202,38,52,10,25,216,18,undefined,45,19,141,2,-1,73,227,58
27/10/2019,3,118,84,315,192,107,176,6,-1,12,2,2,10,-1,91,103,31,17,16,92,127,333,332,38,115,143,97,4,76,19,360,15,undefined,-1,7,45,338,16,undefined,11,19,12,8,9,123,-1,211,16,46,3,25,239,21,undefined,53,9,84,1,-1,56,210,43
27/10/2019,4,82,34,186,106,100,184,11,1,10,2,3,8,-1,100,79,58,26,6,28,55,250,302,33,70,94,72,12,45,8,314,12,undefined,-1,15,19,88,2,undefined,20,10,10,7,5,45,1,104,13,23,4,7,84,16,undefined,32,9,44,3,-1,30,155,45
27/10/2019,5,39,25,81,89,70,148,2,-1,12,13,-1,2,-1,70,43,22,6,9,38,53,196,249,31,105,72,61,15,75,8,261,22,undefined,-1,17,39,26,11,undefined,9,12,8,5,2,52,1,93,18,21,16,15,66,10,undefined,23,10,52,3,-1,22,89,19
27/10/2019,6,22,49,79,171,110,233,28,1,33,8,9,27,-1,129,41,47,46,16,10,32,94,330,55,211,144,123,12,128,35,135,13,undefined,-1,18,88,22,9,undefined,22,19,26,10,4,139,1,120,33,46,10,14,49,7,undefined,24,44,115,9,-1,32,113,22
27/10/2019,7,71,64,163,182,208,280,61,-1,49,28,21,63,-1,114,69,82,52,23,34,72,99,466,55,450,214,215,290,240,77,129,32,undefined,-1,43,226,39,22,undefined,23,42,25,24,16,129,11,169,590,75,23,39,40,34,undefined,55,47,171,15,-1,45,179,22
27/10/2019,8,182,144,196,361,356,468,108,-1,68,33,37,151,-1,204,171,165,97,35,58,70,151,770,106,747,448,378,262,306,136,143,56,undefined,-1,70,495,88,51,undefined,86,61,54,62,38,284,35,335,305,178,73,71,117,91,undefined,119,99,301,54,-1,148,326,48
27/10/2019,9,631,469,422,693,651,810,166,1,145,65,58,292,-1,244,296,401,137,74,102,177,250,1324,204,984,969,778,193,728,317,329,175,undefined,-1,71,823,136,82,undefined,150,138,85,99,49,398,47,639,418,299,161,133,169,100,undefined,162,123,490,127,-1,283,685,69
27/10/2019,10,1378,991,778,1422,1356,1247,190,-1,116,92,66,325,-1,415,549,728,185,93,244,324,389,1652,225,1196,1716,1073,321,1185,589,416,178,undefined,-1,120,1263,167,127,undefined,142,149,101,75,40,725,61,1054,567,420,340,221,290,140,undefined,370,154,701,167,-1,556,909,139
27/10/2019,11,1902,1465,1024,2058,2008,1679,244,3,91,63,63,434,-1,644,699,954,283,125,493,564,602,2001,235,1127,2167,1414,388,1699,589,560,276,undefined,-1,131,1677,188,178,undefined,176,198,129,42,42,870,85,1195,771,553,449,251,494,123,undefined,422,102,857,182,-1,507,1078,146
27/10/2019,12,2608,1856,1594,2472,2634,2101,201,15,126,53,114,435,-1,965,1203,1177,314,101,904,1036,997,2399,237,1139,2562,1778,544,1918,643,747,349,undefined,-1,195,2022,176,307,undefined,137,264,175,57,48,1328,105,1705,938,675,626,308,537,115,undefined,543,138,770,233,-1,731,1485,228
27/10/2019,13,3031,2174,2008,2762,2628,2167,267,20,120,57,80,458,-1,975,1368,1319,318,147,1047,1183,1058,2760,211,1118,2707,1829,454,2265,826,876,366,undefined,-1,130,1889,168,320,undefined,109,400,214,77,64,1620,133,1745,1046,716,664,413,738,145,undefined,527,115,677,271,-1,787,1531,248
27/10/2019,14,3063,2309,2007,2925,2560,2094,252,-1,127,52,74,388,-1,939,1644,1229,276,128,991,862,1131,2663,205,1113,2930,1784,490,2018,781,871,424,undefined,-1,180,1889,234,262,undefined,112,188,195,78,58,1597,95,1972,834,589,648,380,672,150,undefined,497,116,660,254,-1,779,1664,265
27/10/2019,15,3263,2281,2091,2761,2342,2237,191,2,114,34,146,409,-1,964,1613,1177,265,105,950,704,1140,2854,217,1280,2810,1353,385,1802,802,874,463,undefined,-1,138,1664,163,301,undefined,155,213,169,106,67,1605,91,1809,715,497,613,300,585,146,undefined,557,104,748,297,-1,744,1468,338
27/10/2019,16,2700,1937,1501,2489,1992,1952,80,5,85,41,17,122,-1,556,1165,1048,226,96,730,482,894,2463,185,1102,1950,856,378,1798,283,780,319,undefined,-1,98,1232,137,194,undefined,92,275,152,112,40,1274,108,1191,643,188,596,164,494,112,undefined,446,121,606,77,-1,578,1390,268
27/10/2019,17,2497,1667,1777,2212,2350,1569,175,-1,123,67,46,208,-1,521,1348,656,201,90,917,717,1031,2573,199,1206,2055,583,248,2182,319,851,364,undefined,-1,106,1480,117,196,undefined,91,189,191,139,73,1285,100,1333,353,176,586,144,590,179,undefined,508,184,705,130,-1,686,1540,223
27/10/2019,18,1922,1070,1856,1717,1031,1191,73,2,132,83,35,232,-1,450,1290,573,191,103,961,864,987,2034,185,1090,1408,490,143,446,216,865,568,undefined,-1,90,1048,124,215,undefined,86,267,167,117,72,1221,85,1301,207,108,511,154,475,155,undefined,458,200,761,174,-1,604,1583,235
27/10/2019,19,1283,587,1836,1408,1116,977,73,-1,87,61,50,258,-1,289,1279,377,149,68,944,865,1005,1878,246,766,644,588,161,575,189,888,594,undefined,-1,93,1119,145,266,undefined,67,204,204,151,81,1030,82,1182,254,143,462,144,432,207,undefined,440,103,452,183,-1,591,1473,238
27/10/2019,20,753,329,1676,1126,1367,864,31,-1,89,42,46,200,-1,280,999,352,85,39,702,716,871,1616,293,631,425,522,100,1221,189,779,553,undefined,-1,63,914,100,275,undefined,48,143,154,121,84,954,54,866,121,104,464,96,393,147,undefined,332,88,428,28,-1,479,1431,230
27/10/2019,21,414,238,1335,807,761,897,20,-1,72,50,30,138,-1,296,718,196,101,38,606,515,772,1471,169,608,386,427,88,378,110,540,336,undefined,-1,73,697,107,187,undefined,66,142,101,80,43,740,44,641,125,160,270,75,251,112,undefined,231,68,390,12,-1,454,1185,167
27/10/2019,22,298,108,883,497,476,630,12,-1,61,23,30,128,-1,212,469,170,79,43,354,327,478,1103,145,477,273,356,72,180,37,485,251,undefined,-1,50,454,72,118,undefined,72,282,71,71,46,381,43,411,82,86,114,88,162,73,undefined,152,62,291,9,-1,263,874,130
27/10/2019,23,139,77,351,222,258,472,14,1,32,13,29,71,-1,174,221,60,24,17,142,113,314,701,153,277,164,204,49,81,22,294,116,undefined,-1,11,203,38,48,undefined,31,27,59,54,22,182,26,272,51,123,29,47,98,55,undefined,95,30,140,4,-1,136,513,72
