Date,Hour,Bourke Street Mall (North),Bourke Street Mall (South),Melbourne Central,Town Hall (West),Princes Bridge,Flinders Street Station Underpass,Birrarung Marr,Webb Bridge,Southern Cross Station,Victoria Point,Waterfront City,New Quay,Flagstaff Station,Sandridge Bridge,State Library,Collins St (North),Collins Place (South),Collins Place (North),Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),Bourke St-Russell St (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (South),Spencer St-Collins St (North),Melbourne Convention Exhibition Centre,QV Market-Elizabeth St (West),QV Market-Peel St,The Arts Centre,St Kilda Rd-Alexandra Gardens,Lonsdale St (South),Lygon St (West),City Square,Flinders St-Spring St (West),Flinders St-Spark La,Southbank,Queen St (West),Lygon St (East),Flinders St-Swanston St (West),Alfred Place,Lonsdale St-Spring St (West),Grattan St-Swanston St (West),Monash Rd-Swanston St (West),Tin Alley-Swanston St (West),Little Collins St-Swanston St (East),Pelham St (South),Melbourne Central-Elizabeth St (East),QVM-Queen St (East),QVM-Therry St (South),Faraday St-Lygon St (West),QVM-Franklin St (North),Elizabeth St-Lonsdale St (South),Lincoln-Swanston (W),Elizabeth St-La Trobe St (East),Lonsdale St - Elizabeth St (North),Bourke St Bridge,Bourke St - Spencer St (North),RMIT Bld 80 - 445 Swanston Street,Flinders La-Swanston St (West) Temporary,RMIT Building 14,380 Elizabeth St,La Trobe St (North)
23/09/2019,10,1462,1121,921,1522,1581,1188,185,187,825,291,16,121,-1,-1,689,1160,787,449,284,282,513,1867,470,1719,-1,571,127,1286,281,372,208,undefined,-1,164,865,444,136,undefined,490,479,556,261,97,737,185,959,250,110,347,171,512,268,-1,437,772,1120,413,-1,791,923,undefined
23/09/2019,11,2028,1516,1324,2081,1777,1244,165,208,657,267,64,169,-1,-1,958,1342,825,408,468,534,654,2143,507,1727,-1,691,135,1563,503,543,205,undefined,-1,149,1046,405,190,undefined,467,494,719,292,119,1053,169,1234,295,8,430,168,646,302,-1,454,1300,1128,453,-1,900,1134,undefined
23/09/2019,12,3241,2906,2128,3089,2113,1829,267,502,1353,472,60,186,-1,-1,1326,2030,1485,523,961,790,1491,2885,883,2404,-1,943,174,1929,539,1000,318,undefined,-1,281,1747,873,350,undefined,1148,861,771,445,188,1779,310,1669,304,-1,508,185,1015,393,-1,747,1721,1475,481,-1,1326,1633,undefined
23/09/2019,13,3578,3032,2356,3337,2259,2090,344,554,1266,419,121,359,-1,-1,1776,2198,1530,544,1042,901,1464,3446,933,2427,-1,1100,200,1953,739,1016,368,undefined,-1,366,2023,869,314,undefined,1062,886,843,670,273,2192,316,2211,324,-1,613,233,1135,430,-1,874,1203,1653,545,-1,1338,1753,undefined
23/09/2019,14,2855,2248,1791,2891,1974,1705,124,210,728,325,12,69,-1,-1,1301,1672,800,424,774,537,956,2537,456,2107,-1,597,146,1708,367,809,284,undefined,-1,138,1177,604,233,undefined,491,573,516,414,142,1413,226,1489,272,-1,505,154,890,283,-1,654,658,1013,399,-1,1312,1305,undefined
23/09/2019,15,2697,1991,2050,2705,1963,2014,147,227,1305,357,31,151,-1,-1,1501,1447,755,541,702,631,988,2772,528,2510,-1,646,138,1695,496,825,270,undefined,-1,192,1309,472,197,undefined,399,493,719,644,219,1410,199,1749,242,-1,466,167,719,417,-1,501,1139,1260,497,-1,1161,1556,undefined
23/09/2019,16,2845,1893,1959,2723,2326,2975,231,329,3042,611,37,204,-1,-1,1612,1377,758,1072,679,494,930,3485,763,3689,-1,701,214,2077,316,731,216,undefined,-1,155,1396,534,180,undefined,547,465,565,640,195,1326,168,1747,266,-1,425,206,691,343,-1,598,2228,1810,375,-1,1308,1998,undefined
23/09/2019,17,3218,1892,2523,2983,3086,5082,544,635,4265,875,81,338,-1,-1,2069,1420,1382,1760,927,700,1224,4586,1296,5149,-1,774,238,2861,676,1068,322,undefined,-1,363,2209,730,248,undefined,610,643,812,869,307,1956,260,2303,306,-1,453,254,963,575,-1,793,3254,2538,436,-1,1485,2448,undefined
23/09/2019,18,2524,1250,2221,2151,1892,2788,357,397,1681,422,70,351,-1,-1,1793,902,725,816,1039,898,1213,3522,608,2680,-1,735,200,1736,456,942,410,undefined,-1,160,1652,433,266,undefined,323,394,504,599,234,1463,216,1723,258,-1,573,199,685,370,-1,627,1234,1403,156,-1,1170,2166,undefined
23/09/2019,19,1450,632,2059,1486,1078,1508,142,147,509,160,73,307,-1,-1,1353,461,261,246,898,771,1042,2527,362,1452,-1,649,146,631,194,717,309,undefined,-1,75,1173,213,175,undefined,110,167,374,383,141,986,121,1264,224,-1,503,147,543,263,-1,400,359,606,29,-1,862,1709,undefined
23/09/2019,20,746,321,1633,1088,1269,1019,118,127,190,53,67,254,-1,-1,1113,391,174,95,592,651,803,1970,184,906,-1,510,129,1161,154,692,309,undefined,-1,68,754,172,202,undefined,118,192,326,311,93,870,92,827,154,-1,320,73,377,237,-1,322,166,396,65,-1,637,1401,undefined
23/09/2019,21,488,229,1398,936,746,833,59,74,90,61,23,135,-1,-1,759,338,179,81,492,453,674,1572,138,796,-1,380,81,360,89,547,249,undefined,-1,49,602,129,144,undefined,84,107,190,259,73,721,75,593,119,-1,313,69,307,214,-1,196,114,349,33,-1,478,1117,undefined
23/09/2019,22,251,129,802,446,433,631,27,34,96,37,18,68,-1,-1,396,113,79,43,277,278,384,1125,126,578,-1,255,60,205,54,392,186,undefined,-1,47,285,66,65,undefined,52,54,121,127,51,387,46,352,80,-1,178,61,147,108,-1,135,65,276,15,-1,283,774,undefined
23/09/2019,23,121,67,404,215,296,528,26,39,38,12,8,47,-1,-1,160,42,84,37,110,106,268,711,56,359,-1,182,48,94,43,261,79,undefined,-1,27,230,39,44,undefined,42,22,79,56,23,168,26,244,54,-1,41,40,68,87,-1,72,32,147,12,-1,171,494,undefined
24/09/2019,0,83,32,203,102,106,156,10,14,19,6,1,23,-1,-1,69,30,18,13,64,32,177,227,18,106,-1,128,24,42,12,197,30,undefined,-1,6,74,14,15,undefined,14,12,31,24,14,66,18,62,22,-1,8,33,32,29,-1,50,9,78,6,-1,76,223,undefined
24/09/2019,1,31,15,80,42,77,64,9,4,4,1,12,4,-1,-1,32,9,17,7,27,26,95,134,18,33,-1,91,20,21,11,117,14,undefined,-1,11,45,6,4,undefined,10,2,10,5,3,42,5,52,26,-1,3,21,18,10,-1,17,6,44,-1,-1,30,144,undefined
24/09/2019,2,15,6,39,26,19,59,8,14,4,4,1,3,-1,-1,21,19,7,3,26,20,64,84,3,27,-1,74,2,17,8,48,6,undefined,-1,3,34,3,2,undefined,-1,5,7,3,2,20,-1,46,6,-1,2,4,17,5,-1,6,8,22,2,-1,15,92,undefined
24/09/2019,3,22,13,38,20,43,25,4,1,1,-1,2,2,-1,-1,5,14,10,2,21,32,89,54,3,32,-1,47,-1,51,1,49,4,undefined,-1,4,11,1,4,undefined,3,4,9,2,3,18,-1,26,3,-1,2,5,9,3,-1,8,1,6,1,-1,17,60,undefined
24/09/2019,4,15,6,31,31,62,65,20,4,5,2,-1,-1,-1,-1,16,11,12,4,3,8,41,53,7,41,-1,45,1,48,2,24,8,undefined,-1,4,15,1,11,undefined,10,4,4,2,1,19,4,33,1,-1,7,9,6,4,-1,-1,3,19,1,-1,13,64,undefined
24/09/2019,5,16,12,75,73,110,253,28,34,96,28,3,18,-1,-1,29,39,79,46,8,12,38,187,40,363,-1,75,13,82,34,42,25,undefined,-1,25,184,19,19,undefined,43,23,6,7,-1,32,6,75,13,-1,11,12,28,7,-1,17,71,144,2,-1,25,103,undefined
24/09/2019,6,131,65,176,223,402,1071,128,121,633,84,30,82,-1,-1,79,179,273,216,44,45,82,726,276,1107,-1,179,32,365,122,64,41,undefined,-1,72,712,75,10,undefined,116,106,41,35,28,183,21,187,65,-1,20,52,58,34,-1,65,507,418,30,-1,79,329,undefined
24/09/2019,7,386,308,361,581,1024,1925,442,316,2263,377,71,192,-1,-1,322,490,973,768,64,105,186,1540,771,2324,-1,324,103,926,247,166,79,undefined,-1,148,1030,244,49,undefined,301,299,148,164,44,481,88,527,157,-1,117,82,226,137,-1,149,1754,1234,102,-1,322,618,undefined
24/09/2019,8,903,598,721,1009,2043,4119,652,536,4354,620,109,320,-1,-1,675,996,2314,1758,177,228,351,2953,1522,4426,-1,687,247,1795,420,415,149,undefined,-1,306,1945,651,107,undefined,780,893,461,500,181,963,180,1042,353,-1,190,139,777,280,-1,399,4099,2550,492,-1,804,1292,undefined
24/09/2019,9,1070,748,726,1099,1410,2022,302,281,2410,467,57,127,-1,-1,629,973,1436,927,150,199,381,1990,820,2833,-1,761,188,1191,237,272,110,undefined,-1,197,1116,498,143,undefined,651,551,502,461,134,729,265,962,366,-1,317,163,491,320,-1,361,2068,1641,371,-1,800,1100,undefined
24/09/2019,10,1268,1115,976,1574,1698,1391,140,208,849,310,26,87,-1,-1,760,1081,853,561,277,298,446,1941,531,1875,-1,950,213,1446,275,353,167,undefined,-1,165,913,491,126,undefined,473,559,527,300,103,806,174,989,434,-1,260,198,528,263,-1,390,824,1173,442,-1,949,977,-1
24/09/2019,11,2025,1551,1491,2184,1704,1339,198,208,713,266,48,111,-1,-1,993,1424,738,493,490,469,649,2118,487,1757,-1,1169,330,1508,565,523,169,undefined,-1,140,1126,455,172,undefined,493,598,763,340,135,1086,215,1441,521,-1,392,196,669,332,-1,434,751,1186,500,-1,1006,1145,-1
24/09/2019,12,3397,2795,2561,3336,2267,2301,410,689,1614,535,121,208,-1,-1,1732,2238,1743,664,998,990,1542,3580,956,2874,-1,1802,317,1995,689,1024,305,undefined,-1,314,2329,999,316,undefined,1224,1003,734,467,181,1965,370,2090,674,-1,495,308,1124,383,-1,825,1688,1792,637,-1,1484,1673,-1
24/09/2019,13,3631,3095,2524,3340,2407,2222,361,626,1318,431,132,218,-1,-1,1710,2320,1713,670,1040,1065,1614,3471,979,2501,-1,1811,284,2011,773,1077,377,undefined,-1,337,2179,917,328,undefined,1230,919,814,307,205,2236,349,2243,626,-1,539,353,1133,443,-1,912,1466,1767,534,-1,1413,1793,-1
24/09/2019,14,3053,2391,2574,3127,2269,1946,249,341,914,265,84,99,-1,-1,1803,1825,920,552,892,709,1184,2986,659,2057,-1,1096,236,1786,698,816,283,undefined,-1,205,1659,580,251,undefined,654,608,761,288,166,1830,248,1872,491,-1,438,250,954,326,-1,724,778,1254,736,-1,1450,1514,-1
24/09/2019,15,2870,2014,2144,2847,2085,2128,229,279,1444,414,73,148,-1,-1,1716,1491,721,586,736,686,1022,3195,544,2520,-1,732,183,1692,647,736,259,undefined,-1,180,1260,548,191,undefined,414,556,840,198,197,1797,192,1820,415,-1,448,208,819,469,-1,573,908,1392,371,-1,1329,1636,-1
24/09/2019,16,2967,2144,2418,2943,2334,3057,312,366,3153,702,74,189,-1,-1,1909,1617,789,1092,768,610,1066,3802,828,3757,-1,725,200,1943,630,777,244,undefined,-1,222,1630,549,224,undefined,715,495,707,369,237,1903,304,1954,274,-1,400,195,866,435,-1,704,2046,1989,490,-1,1446,1946,-1
24/09/2019,17,3418,2196,2745,3269,3481,4971,654,619,4354,835,107,290,-1,-1,2316,1607,1359,1789,923,798,1260,4995,1332,5225,-1,795,276,2820,803,1063,332,undefined,-1,366,2547,735,280,undefined,871,707,937,459,250,2138,315,2410,372,-1,496,233,1013,609,-1,837,2738,2487,461,-1,1495,2562,-1
24/09/2019,18,2672,1373,2637,2505,2644,3044,376,431,1823,426,101,263,-1,-1,1908,978,744,802,1117,1023,1331,3846,671,2817,-1,827,204,2075,582,1121,400,undefined,-1,191,1851,456,307,undefined,401,464,678,526,240,1609,214,1744,276,-1,555,186,811,484,-1,659,1069,1504,143,-1,1289,2154,-1
24/09/2019,19,1285,745,2498,1910,1526,1511,160,170,587,161,93,231,-1,-1,1599,546,276,278,1007,945,1131,2590,346,1459,-1,609,159,1455,342,855,341,undefined,-1,71,1159,256,234,undefined,151,184,358,310,157,1189,164,1227,212,-1,446,129,684,301,-1,455,418,719,22,-1,909,1718,-1
24/09/2019,20,811,417,1865,1257,986,1138,76,110,465,81,57,243,-1,-1,1148,409,166,161,693,600,898,2001,243,990,-1,564,145,458,152,796,506,undefined,-1,96,797,216,238,undefined,81,214,381,289,109,1076,111,952,194,-1,378,135,478,264,-1,328,228,497,31,-1,712,1440,-1
24/09/2019,21,525,297,1435,1141,1261,932,60,74,129,61,38,197,-1,-1,869,326,144,63,506,612,706,1659,152,897,-1,501,94,1026,137,680,403,undefined,-1,70,708,169,186,undefined,100,152,218,173,84,911,79,649,127,-1,326,99,339,136,-1,283,115,429,22,-1,615,1086,-1
24/09/2019,22,274,145,960,566,1209,732,35,45,100,38,35,84,-1,-1,519,149,112,59,374,336,484,1421,130,577,-1,344,79,951,128,488,215,undefined,-1,73,524,84,118,undefined,57,56,159,114,62,562,41,378,104,-1,204,56,207,105,-1,126,119,316,13,-1,326,819,-1
24/09/2019,23,146,53,434,227,296,494,26,25,61,19,14,29,-1,-1,200,72,59,42,147,153,348,762,50,288,-1,202,65,154,27,317,125,undefined,-1,41,223,50,45,undefined,38,22,61,61,22,253,30,255,63,-1,63,31,85,53,-1,88,46,156,11,-1,184,554,-1
25/09/2019,0,102,48,221,99,151,153,10,12,17,6,10,35,-1,-1,70,30,30,10,59,74,152,252,29,108,-1,126,26,80,12,157,38,undefined,-1,16,94,15,19,undefined,9,32,30,33,6,91,17,108,29,-1,11,27,38,45,-1,42,20,57,1,-1,75,271,-1
25/09/2019,1,38,17,119,52,47,47,7,2,11,3,7,14,-1,-1,55,16,6,2,98,63,103,114,16,30,-1,95,9,21,22,110,31,undefined,-1,1,28,9,7,undefined,4,2,14,6,4,62,5,79,17,-1,8,9,38,16,-1,19,16,34,4,-1,33,140,-1
25/09/2019,2,20,4,48,22,36,48,12,4,6,2,3,5,-1,-1,23,3,8,5,33,38,57,80,13,18,-1,83,7,17,4,59,10,undefined,-1,3,14,5,5,undefined,-1,3,10,4,4,20,3,46,14,-1,1,12,8,7,-1,14,3,35,1,-1,22,116,-1
25/09/2019,3,7,8,31,25,42,39,6,3,7,-1,1,1,-1,-1,15,16,14,2,7,13,82,52,15,19,-1,43,-1,40,4,45,6,undefined,-1,6,18,1,7,undefined,5,-1,10,1,1,28,1,36,1,-1,1,6,13,5,-1,9,5,9,-1,-1,16,78,-1
25/09/2019,4,19,28,47,30,62,55,6,4,4,2,-1,-1,-1,-1,10,10,9,3,11,11,16,89,7,31,-1,31,6,57,6,34,15,undefined,-1,3,19,7,9,undefined,14,9,5,2,3,16,1,27,6,-1,7,6,3,1,-1,7,4,11,-1,-1,14,39,-1
25/09/2019,5,28,26,88,74,125,270,36,48,75,28,5,23,-1,-1,37,88,90,42,23,21,48,202,50,324,-1,40,17,89,48,36,9,undefined,-1,20,143,23,9,undefined,38,16,7,5,1,47,5,70,17,-1,-1,8,18,13,-1,17,71,117,2,-1,29,108,-1
25/09/2019,6,143,66,179,222,427,993,152,140,583,87,26,97,-1,-1,87,163,272,194,34,24,92,758,272,1143,-1,114,30,411,136,66,41,undefined,-1,67,739,89,13,undefined,103,95,57,27,18,181,22,213,41,-1,25,31,49,50,-1,73,471,423,30,-1,100,306,-1
25/09/2019,7,384,277,339,546,1005,1958,442,326,2177,357,59,187,-1,-1,323,560,906,752,83,93,155,1511,771,2213,-1,283,95,1037,262,144,84,undefined,-1,155,1076,215,61,undefined,353,311,148,142,33,483,75,508,148,-1,95,77,205,95,-1,142,1623,1190,138,-1,310,610,-1
25/09/2019,8,918,615,701,1071,2011,3773,620,514,4178,617,101,306,-1,-1,682,968,2223,1656,176,234,421,2943,1491,4382,-1,613,191,1977,486,384,218,undefined,-1,269,1927,675,92,undefined,763,839,444,479,101,1009,168,1040,268,-1,181,152,689,290,-1,428,4162,2566,407,-1,844,1328,-1
25/09/2019,9,981,833,733,1118,1465,2018,251,273,2325,418,50,112,-1,-1,619,1004,1470,908,180,230,317,2164,886,2797,-1,636,170,1268,223,354,146,undefined,-1,224,1088,568,139,undefined,685,680,578,522,135,771,203,1134,270,-1,274,161,563,282,-1,376,2253,1601,330,-1,839,1069,18
25/09/2019,10,1413,1153,1089,1653,1718,1324,194,206,819,260,53,71,-1,-1,826,1201,902,562,279,334,501,2000,561,1874,-1,666,181,1481,482,385,211,undefined,-1,190,1031,510,150,undefined,520,592,583,316,119,853,161,1183,280,-1,292,177,535,283,-1,420,824,1202,582,-1,1011,1059,221
25/09/2019,11,2134,1719,1444,2274,2416,1515,275,267,840,252,45,64,-1,199,1051,1495,863,503,523,704,709,2254,611,1888,-1,645,233,2143,579,620,232,undefined,-1,214,1266,571,179,undefined,574,672,729,314,147,1154,222,1285,372,-1,371,228,667,367,-1,445,905,1341,453,-1,993,1083,216
25/09/2019,12,3331,3034,2440,3271,2769,2211,394,711,1592,526,102,211,-1,737,1813,2331,1647,616,1041,1189,1549,3134,1023,2522,-1,1165,193,2725,784,1108,379,undefined,-1,300,2418,959,337,undefined,1285,1108,875,226,163,1980,310,2085,365,-1,590,268,1025,370,-1,719,1818,1984,659,-1,1479,1664,369
25/09/2019,13,3691,3332,2589,3520,2919,2450,397,588,1347,451,123,208,-1,693,1919,2371,1548,679,1035,1047,1640,3359,1088,2528,-1,1183,202,2664,820,1126,370,undefined,-1,349,2529,940,341,undefined,1172,1104,959,244,162,2413,285,2377,349,-1,512,343,1069,460,undefined,802,1306,1810,619,-1,1410,1801,350
25/09/2019,14,3122,2522,2458,3306,2353,2161,313,325,870,264,89,130,-1,645,1743,1842,922,491,881,639,1101,3117,700,2268,-1,816,207,2037,780,930,425,undefined,-1,236,1801,688,205,undefined,583,627,752,269,186,1760,273,1932,366,-1,495,213,986,367,undefined,648,705,1374,637,-1,1537,1599,340
25/09/2019,15,3274,2303,2269,3239,2993,2642,342,291,1334,264,63,146,-1,790,1727,1668,835,576,694,744,1053,3079,598,2568,-1,736,200,2738,694,789,318,undefined,-1,232,1957,564,192,undefined,545,582,767,252,211,1712,198,1915,366,-1,386,186,850,466,undefined,586,850,1447,452,-1,1260,1637,324
25/09/2019,16,3322,2339,2415,3075,2786,3312,573,443,2826,511,94,165,-1,1161,2017,1481,866,1051,756,647,1095,3801,802,3565,-1,870,305,2298,714,787,313,undefined,-1,285,1977,563,174,undefined,551,615,794,502,204,1704,208,2117,458,-1,372,256,842,517,undefined,636,1656,1995,547,-1,1610,1978,398
25/09/2019,17,3826,2307,2859,3403,3729,5208,957,704,3876,873,124,245,-1,1863,2278,1576,1327,1731,1038,1005,1435,5116,1291,5050,-1,1236,327,2900,973,1073,375,undefined,-1,407,2929,906,287,undefined,597,688,936,644,284,2197,294,2533,859,-1,573,268,1001,692,undefined,859,2488,2669,453,-1,1635,2643,369
25/09/2019,18,3122,1740,2740,2821,2637,3266,1038,445,1759,388,97,264,-1,1155,2000,1146,667,771,1086,1304,1275,4095,755,3023,-1,1885,465,2089,765,1112,463,undefined,-1,255,2145,528,256,undefined,402,662,683,545,227,1820,226,2429,1054,-1,592,300,893,502,undefined,737,1021,1568,195,-1,1424,2537,476
25/09/2019,19,1736,710,2545,1821,1675,2010,593,215,583,178,60,260,-1,603,1577,685,376,323,1056,1052,1190,2891,354,1554,-1,1807,346,1436,337,998,484,undefined,-1,122,1418,319,285,undefined,200,336,287,350,154,1284,142,1454,1054,-1,505,354,670,261,undefined,519,464,885,29,-1,1106,2191,413
25/09/2019,20,893,424,2159,1448,1165,1447,261,145,302,89,111,297,-1,471,1320,468,214,126,793,905,991,2394,293,1051,-1,1545,236,532,181,806,504,undefined,-1,86,989,254,257,undefined,135,253,313,283,129,1173,117,1128,660,-1,451,193,572,250,undefined,357,196,522,35,-1,748,1823,360
25/09/2019,21,623,311,1635,1126,1471,1198,127,138,115,55,55,216,-1,311,936,337,181,77,604,623,728,1984,213,936,-1,920,179,1186,195,678,416,undefined,-1,86,886,215,225,undefined,90,151,240,207,89,925,75,808,456,-1,359,208,447,184,undefined,315,138,413,21,-1,601,1383,287
25/09/2019,22,390,216,916,705,761,912,403,57,113,38,23,70,-1,297,609,246,133,101,406,472,597,1611,135,756,-1,497,93,304,174,511,234,undefined,-1,106,633,120,137,undefined,75,335,114,85,31,683,53,491,191,-1,240,125,215,111,undefined,186,134,369,17,-1,329,966,211
25/09/2019,23,171,96,547,302,447,510,1358,48,49,27,20,46,-1,201,235,113,53,52,199,178,362,974,83,405,-1,184,56,145,75,296,133,undefined,-1,70,287,92,44,undefined,42,32,103,103,30,338,30,277,83,-1,50,48,108,72,undefined,75,40,204,16,-1,201,572,175
26/09/2019,0,66,40,349,149,203,249,36,8,13,4,9,20,-1,86,139,46,30,19,92,62,224,357,57,166,-1,175,43,53,27,234,24,undefined,-1,17,121,51,3,undefined,20,23,106,71,26,136,11,162,47,-1,15,44,39,34,undefined,40,18,115,2,-1,55,309,116
26/09/2019,1,44,22,185,64,65,74,11,9,9,2,1,4,-1,16,51,25,9,11,65,21,127,160,16,54,-1,112,21,35,22,191,31,undefined,-1,8,72,29,15,undefined,9,12,56,35,21,47,4,92,17,-1,18,10,16,26,undefined,32,7,44,3,-1,40,175,64
26/09/2019,2,28,17,124,40,31,56,1,3,2,1,1,6,-1,13,42,16,7,2,36,25,91,96,23,32,-1,64,8,16,9,94,7,undefined,-1,6,33,7,5,undefined,1,3,35,16,13,26,2,58,17,-1,15,11,22,14,undefined,14,3,24,3,-1,25,157,59
26/09/2019,3,17,16,64,21,41,27,2,12,2,9,-1,1,-1,5,20,9,3,4,13,10,44,72,6,26,-1,44,6,33,3,58,15,undefined,-1,8,14,14,16,undefined,3,11,14,4,-1,18,1,41,4,-1,10,8,23,10,undefined,23,10,24,-1,-1,6,63,24
26/09/2019,4,10,22,26,31,67,63,19,11,8,1,1,14,-1,40,18,19,13,2,7,11,24,73,16,30,-1,30,15,44,7,36,19,undefined,-1,5,25,5,7,undefined,5,6,4,2,1,18,1,23,14,-1,-1,7,9,5,undefined,2,9,14,-1,-1,18,58,22
26/09/2019,5,19,11,74,81,119,245,31,32,83,23,2,25,-1,83,48,34,83,36,13,11,38,166,45,339,-1,70,12,74,28,36,7,undefined,-1,17,135,22,12,undefined,19,15,7,3,1,35,3,66,16,-1,3,11,20,14,undefined,12,60,123,5,-1,25,107,21
26/09/2019,6,134,93,211,239,408,1082,150,115,525,90,32,95,-1,281,110,271,260,185,35,34,66,783,252,1093,-1,168,38,291,105,60,46,undefined,-1,66,733,92,14,undefined,105,75,42,21,13,154,18,181,76,-1,17,45,57,36,undefined,74,394,388,31,-1,103,344,52
26/09/2019,7,312,255,361,608,969,1840,347,289,2273,388,53,175,-1,665,278,444,851,804,77,121,218,1456,715,2342,-1,366,78,871,264,142,107,undefined,-1,134,1017,225,47,undefined,381,299,144,151,43,471,81,537,163,-1,110,64,213,100,undefined,163,1713,1187,140,-1,310,660,67
26/09/2019,8,923,645,666,1038,1836,3751,538,531,4216,595,94,280,-1,1256,730,918,2204,1646,158,239,372,2813,1461,4406,-1,713,231,1685,386,468,154,undefined,-1,293,1964,631,117,undefined,738,797,500,560,138,942,257,1153,332,-1,168,142,702,284,undefined,379,3735,2372,394,-1,886,1294,116
26/09/2019,9,1023,876,730,1175,1545,2306,280,309,2473,470,51,144,-1,753,632,1016,1311,877,173,247,388,2217,870,2911,-1,765,180,1287,298,315,167,undefined,-1,250,1252,549,154,undefined,751,658,543,442,143,775,223,946,377,-1,232,163,527,307,undefined,402,2309,1678,333,-1,766,1130,178
26/09/2019,10,1630,1434,1516,2063,2593,1671,284,261,1256,411,75,118,-1,587,1301,1476,1097,664,355,380,566,2596,967,1874,-1,1388,304,2619,807,509,204,undefined,-1,254,1123,612,165,undefined,478,561,1008,452,201,1352,184,1632,410,-1,296,212,608,965,undefined,481,1035,1499,608,-1,1225,1628,284
26/09/2019,11,2387,2154,2038,2894,3083,1857,388,323,1267,398,78,165,-1,705,1616,1777,990,656,616,703,777,2854,985,1963,-1,1738,386,2801,959,636,288,undefined,-1,225,1487,677,250,undefined,471,686,1252,646,257,1916,167,2088,667,-1,407,269,937,1287,undefined,589,876,1387,641,-1,1353,2071,304
26/09/2019,12,3731,3394,3208,3936,3751,2749,597,891,2175,656,177,296,-1,861,2402,2619,1924,801,1180,1276,1502,3630,1478,2691,-1,2260,382,3139,1312,1284,371,undefined,-1,431,2663,1261,324,undefined,1086,1140,1477,744,270,2800,290,2857,753,-1,561,327,1249,1252,undefined,885,2043,2120,448,-1,1829,2448,538
26/09/2019,13,4064,3721,3165,4417,4040,3246,512,741,1803,563,165,344,-1,995,2519,2679,1927,780,1128,1102,1703,4256,1565,2751,-1,2075,421,3672,1436,1274,573,undefined,-1,452,3088,1059,360,undefined,976,1029,1567,633,301,3207,324,3266,665,-1,574,352,1286,1316,undefined,966,1641,2229,470,-1,1860,2495,507
26/09/2019,14,3627,3181,3035,4056,3621,2860,456,421,1378,442,118,261,-1,928,2300,2155,1018,645,1005,729,1272,3705,1005,2303,-1,1512,359,3006,1400,966,405,undefined,-1,328,2362,742,256,undefined,508,657,1197,328,262,2621,242,2504,609,-1,445,239,1162,942,undefined,726,955,1531,754,-1,1648,2081,444
26/09/2019,15,3630,2667,2596,3443,3015,2782,417,392,1492,369,72,196,-1,905,1914,1718,45,626,872,796,1117,3323,778,2604,-1,950,279,2314,953,923,355,undefined,-1,247,2067,637,284,undefined,486,652,814,246,292,2046,226,2192,501,-1,438,196,932,551,undefined,651,1017,1630,474,-1,1349,1789,393
26/09/2019,16,3765,2866,2734,3520,3402,3734,477,559,3076,604,106,264,-1,1282,2194,1814,32,1097,883,575,1256,3954,992,3876,-1,856,276,2282,836,1023,318,undefined,-1,286,2404,715,221,undefined,577,668,785,235,236,2369,249,2460,373,-1,516,289,990,518,undefined,724,1908,2310,382,-1,1493,2219,358
26/09/2019,17,4321,2868,3138,3817,4088,5022,537,710,3341,747,163,395,-1,1635,2553,1813,55,1380,1116,1023,1449,4917,1345,4531,-1,845,275,2864,1056,1242,447,undefined,-1,320,2907,890,227,undefined,626,769,878,279,307,2360,244,2794,400,-1,602,219,1163,706,undefined,871,2160,2595,418,-1,1598,2678,439
26/09/2019,18,3821,2266,3182,3340,3782,3514,384,442,1785,371,121,482,-1,1083,2308,1811,42,973,1426,1569,1563,3900,755,2780,-1,823,205,2566,648,1400,490,undefined,-1,249,2638,723,282,undefined,289,673,641,397,194,2170,186,2193,275,-1,687,217,1018,498,undefined,769,980,1731,137,-1,1408,2529,517
26/09/2019,19,2752,1460,2972,2604,2546,2413,247,221,645,217,79,349,-1,730,1986,853,26,318,1423,1608,1430,3309,427,1847,-1,725,167,2133,466,1360,578,undefined,-1,163,1947,419,384,undefined,215,464,390,289,166,1752,153,1832,227,-1,627,166,888,354,undefined,613,443,1055,27,-1,1099,2181,479
26/09/2019,20,2329,987,2711,2318,1912,1905,122,160,321,111,89,331,-1,549,1936,613,16,167,1372,1302,1485,2814,351,1216,-1,621,174,788,416,1204,661,undefined,-1,111,1478,396,449,undefined,90,312,318,278,95,1508,83,1396,224,-1,556,138,787,273,undefined,526,231,739,25,-1,942,1972,389
26/09/2019,21,1255,601,2641,1871,2243,1771,104,139,190,79,81,244,-1,494,1636,488,7,125,1195,1119,1422,2285,276,1203,-1,673,128,1628,305,1165,721,undefined,-1,90,1391,500,346,undefined,102,210,278,246,89,1407,101,1216,186,-1,446,172,675,251,undefined,400,140,604,33,-1,778,1876,329
26/09/2019,22,759,357,1970,1174,1731,1505,73,105,149,50,40,210,-1,482,1084,361,14,128,761,1286,1175,1912,211,910,-1,524,138,1169,214,1127,604,undefined,-1,140,964,530,236,undefined,108,468,132,187,74,1035,39,778,165,-1,372,94,463,152,undefined,268,119,562,18,-1,437,1355,309
