StationId,Latitude,Longitude,ElevationMs,StationName,Year,Month,Day,YearTo,MonthTo,DayTo,Value
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,0,1,2014,0,1,4.4
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,1,1,2014,1,0,5.8
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,2,1,2014,2,1,2.0
009534,-33.57,115.82,9999.9,DONNYBROOK,2015,1,1,2015,1,1,2.1
009534,-33.57,115.82,9999.9,DONNYBROOK,2015,2,1,2015,2,8,3.1
009534,-33.57,115.82,9999.9,DONNYBROOK,2015,3,1,2015,3,1,3.2
009534,-33.57,115.82,9999.9,DONNYBROOK,2015,4,1,2015,4,0,4.5
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,3,1,2014,5,1,5.0
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,6,1,2014,8,1,5.5
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,9,1,2014,1,0,5.1
009534,-33.57,115.82,9999.9,DONNYBROOK,2014,2,1,2015,2,8,2.4
009592,-34.45,116.04,9999.9,PEMBERTON,2014,1,1,2014,2,1,4.6
009592,-34.45,116.04,9999.9,PEMBERTON,2014,1,1,2014,1,1,3.4
009592,-34.45,116.04,9999.9,PEMBERTON,2014,2,1,2014,2,8,2.1
009592,-34.45,116.04,9999.9,PEMBERTON,2014,3,1,2014,3,1,4.7
009592,-34.45,116.04,9999.9,PEMBERTON,2014,4,1,2014,4,0,4.6
009592,-34.45,116.04,9999.9,PEMBERTON,2014,5,1,2014,5,1,6.1
009592,-34.45,116.04,9999.9,PEMBERTON,2014,6,1,2014,6,0,5.7
009592,-34.45,116.04,9999.9,PEMBERTON,2014,7,1,2014,7,1,5.5
009592,-34.45,116.04,9999.9,PEMBERTON,2014,8,1,2014,8,1,4.1
009592,-34.45,116.04,9999.9,PEMBERTON,2014,9,1,2014,9,0,5.3
009592,-34.45,116.04,9999.9,PEMBERTON,2014,0,1,2014,0,1,4.5
009592,-34.45,116.04,9999.9,PEMBERTON,2014,1,1,2014,1,0,5.4
009592,-34.45,116.04,9999.9,PEMBERTON,2014,2,1,2014,2,1,3.3
009592,-34.45,116.04,9999.9,PEMBERTON,2015,1,1,2015,1,1,2.3
009592,-34.45,116.04,9999.9,PEMBERTON,2015,2,1,2015,2,8,3.0
